Name,Prot,e_prot
KIC 7432054,32.6,4.01
KIC 7431965,13.72,1.16
KIC 7431709,15.32,1.17
KIC 7431659,1.03,0.07
KIC 7431509,14.59,1.11
KIC 7430997,39.86,3.76
KIC 7430734,29.59,3.67
KIC 7430697,31.49,5.07
KIC 7430058,15.75,1.24
KIC 7429941,16.88,1.37
KIC 7429071,39.04,6.74
KIC 7428909,21.21,1.74
KIC 7428293,29.18,2.49
KIC 7427949,27.04,2.14
KIC 7427935,38.51,1.35
KIC 7427532,25.58,2.68
KIC 7426780,30.84,2.38
KIC 7426766,36.43,5.44
KIC 7426706,31.93,2.25
KIC 7423040,15,1.38
KIC 7422811,4.49,0.31
KIC 7422494,40.14,5.35
KIC 7422278,33.99,3.18
KIC 7422215,29.38,2.11
KIC 7422001,18.34,1.46
KIC 7421706,16.19,1.22
KIC 7421353,17.84,1.59
KIC 7420726,18.47,1.44
KIC 7420658,17.84,1.38
KIC 7420495,25.9,2.33
KIC 7420204,27.03,2.77
KIC 7418596,23.87,1.82
KIC 7418215,23.05,1.62
KIC 7418013,23.04,2.1
KIC 7417813,52.96,4.04
KIC 7417677,22.89,2.02
KIC 7417668,31.71,2.61
KIC 7417295,16.88,1.31
KIC 7416956,29.59,2.44
KIC 7416830,14.29,1.08
KIC 7416432,11.69,0.84
KIC 7416226,30.63,2.06
KIC 7386034,24.88,1.92
KIC 7385313,18.47,1.65
KIC 7384899,31.49,3.78
KIC 7384881,13.43,0.93
KIC 7383394,12.7,0.84
KIC 7382228,37.19,3.23
KIC 7382191,25.05,1.86
KIC 7381989,26.12,2.37
KIC 7381727,21.81,1.78
KIC 7381455,10.83,0.76
KIC 7381180,2.71,0.19
KIC 7379604,13.06,1.13
KIC 7379583,10.53,0.72
KIC 7379420,16.53,1.32
KIC 7378659,27.04,1.93
KIC 7378653,19.93,1.65
KIC 7377872,56.76,4.37
KIC 7377786,30,2.73
KIC 7377566,35.2,4.29
KIC 7377364,11.13,0.76
KIC 7377314,30,4.05
KIC 7376946,15.21,1.22
KIC 7376751,12.7,1.05
KIC 7375904,21.22,2.21
KIC 7375136,25.05,2.27
KIC 7374657,12.7,1.01
KIC 7374601,13.43,1.05
KIC 7373944,25.4,2.08
KIC 7373065,10.39,0.8
KIC 7372835,23.7,2.04
KIC 7369181,15.32,1.41
KIC 7368999,0.91,0.06
KIC 7368978,25.58,1.81
KIC 7368951,29.38,2.18
KIC 7368642,42.43,4.7
KIC 7367822,25.05,2.16
KIC 7367431,19.79,1.63
KIC 7367141,19.25,1.4
KIC 7367064,49.07,3.21
KIC 7366644,1.11,0.07
KIC 7366283,26.12,2.01
KIC 7365833,17.23,1.32
KIC 7365381,40.42,6.67
KIC 7365314,17.23,1.24
KIC 7365070,43.32,3.91
KIC 7364655,9.69,0.71
KIC 7363684,0.72,0.05
KIC 7363664,21.21,1.6
KIC 7363032,25.92,4.28
KIC 7358091,30,2.67
KIC 7357898,30.2,1.4
KIC 7357788,23.7,1.79
KIC 7354257,33.99,5.14
KIC 7354115,33.75,3.21
KIC 7353604,27.99,2.18
KIC 7353250,39.86,3.62
KIC 7352892,79.72,7.52
KIC 7352862,3.91,0.27
KIC 7352188,27.42,2.56
KIC 7350870,13.43,1.04
KIC 7350564,18.22,1.98
KIC 7350384,19.39,1.62
KIC 7348886,40.14,4.87
KIC 7348798,30,2.44
KIC 7348725,33.75,4.95
KIC 7348606,27.61,1.95
KIC 7348319,17,1.49
KIC 7348289,25.58,2.28
KIC 7348276,7.24,0.5
KIC 7348245,10.25,0.69
KIC 7347999,13.06,1
KIC 7347932,41.55,3.06
KIC 7347797,5.41,0.38
KIC 7347350,24.37,1.92
KIC 7347292,1.33,0.09
KIC 7347120,39.59,4.06
KIC 7346717,19.66,1.51
KIC 7346632,30,1.67
KIC 7346395,27.23,2.15
KIC 7345594,27.23,2.78
KIC 7345201,30.21,3.95
KIC 7345113,17.47,1.27
KIC 7341528,23.7,1.69
KIC 7341420,18.21,1.4
KIC 7341060,37.19,2.75
KIC 7340343,36.93,1.69
KIC 7340288,26.67,1.95
KIC 7339790,21.66,1.52
KIC 7339738,9.63,0.7
KIC 7339596,16.76,1.52
KIC 7339322,36.68,4.62
KIC 7338414,24.54,2.53
KIC 7338033,42.13,3.59
KIC 7337334,31.93,1.27
KIC 7337164,15.11,1.12
KIC 7336548,25.94,1.84
KIC 7336433,13.71,1.19
KIC 7336414,42.43,7.1
KIC 7336022,31.71,2.58
KIC 7335938,13.52,1.03
KIC 7335857,18.09,1.37
KIC 7335638,27.99,2.72
KIC 7335603,15.11,1.14
KIC 7335193,17.72,1.32
KIC 7335104,43.62,3.06
KIC 7334972,25.58,2.38
KIC 7304121,34.7,4.13
KIC 7303388,30.21,2.85
KIC 7302764,25.94,1.8
KIC 7302559,32.38,3.36
KIC 7302396,36.68,2.54
KIC 7302009,30.42,4.52
KIC 7301916,33.06,3.34
KIC 7301798,13.06,1.07
KIC 7301570,27.04,2.02
KIC 7300533,30.84,4.44
KIC 7300322,31.27,2.65
KIC 7300065,10.32,0.76
KIC 7299905,13.8,0.97
KIC 7298219,30.84,2.66
KIC 7298163,16.08,1.16
KIC 7297681,46.43,5.77
KIC 7297372,31.5,4.65
KIC 7296970,33.75,3.84
KIC 7296479,33.99,3.14
KIC 7296432,14,1.13
KIC 7296077,29.38,3.67
KIC 7295373,9.56,0.69
KIC 7295076,24.03,1.95
KIC 7294746,18.21,1.17
KIC 7294197,18.99,1.62
KIC 7294095,15.42,1.11
KIC 7293865,17.96,1.63
KIC 7293685,12.18,0.87
KIC 7293590,31.71,4.57
KIC 7293557,20.07,1.92
KIC 7293547,19.79,1.69
KIC 7293429,34.7,4.25
KIC 7293120,5.02,0.35
KIC 7292833,34.46,4.5
KIC 7289416,36.94,3.15
KIC 7288970,39.86,4.63
KIC 7288383,25.76,1.84
KIC 7288213,29.18,2.37
KIC 7287792,41.84,5.98
KIC 7287728,35.43,4.58
KIC 7286632,15.11,1.04
KIC 7285973,28.19,4.6
KIC 7285392,15.42,1.52
KIC 7285152,24.88,1.76
KIC 7284908,19.12,1.56
KIC 7284789,16.42,1.27
KIC 7284771,36.43,3.76
KIC 7284662,36.93,6.05
KIC 7284572,15,1.12
KIC 7284329,17.72,1.35
KIC 7283365,18.34,1.38
KIC 7282705,14.49,1.15
KIC 7282613,44.54,4
KIC 7282078,34.22,2.53
KIC 7276728,24.03,2.26
KIC 7273833,20.78,2.08
KIC 7273688,15.53,1.2
KIC 7273203,30.42,5.24
KIC 7273051,11.06,0.8
KIC 7272575,39.87,4.24
KIC 7272468,24.54,1.82
KIC 7272373,30.19,2.45
KIC 7272316,24.19,3.25
KIC 7272294,32.83,2.9
KIC 7272273,27.23,2.23
KIC 7272220,17.35,1.28
KIC 7270844,25.23,2.41
KIC 7270773,28.58,4.52
KIC 7270472,33.27,2
KIC 7269798,50.11,3.5
KIC 7269729,17.59,1.3
KIC 7269420,10.9,0.81
KIC 7268738,16.53,1.3
KIC 7267780,32.15,2.8
KIC 7267578,23.54,1.74
KIC 7267381,23.21,1.78
KIC 7266453,19.66,1.6
KIC 7266123,35.92,4.43
KIC 7265569,33.06,3.25
KIC 7265341,14.09,0.83
KIC 7265156,33.52,4.14
KIC 7264900,46.43,3.58
KIC 7264857,22.89,2.36
KIC 7264830,23.05,1.79
KIC 7264671,6.95,0.51
KIC 7262599,29.18,2.39
KIC 7260386,20.49,1.58
KIC 7260385,31.71,4.45
KIC 7259996,29.79,2.37
KIC 7259930,19.39,1.54
KIC 7259477,44.55,4.71
KIC 7259391,16.3,1.4
KIC 7259125,18.86,1.44
KIC 7258600,13.8,0.96
KIC 7258594,13.71,2.02
KIC 7257855,18.09,1.52
KIC 7257721,18.09,1.45
KIC 7257681,18.99,1.57
KIC 7257526,35.19,2.77
KIC 7257266,26.66,2.91
KIC 7257200,31.49,3.36
KIC 7256966,30.42,2.2
KIC 7255821,13.43,1.03
KIC 7255582,13.9,1.22
KIC 7255398,11.37,0.87
KIC 7255169,37.97,3.46
KIC 7255000,33.29,2.4
KIC 7254812,15.53,2.26
KIC 7254671,36.68,2.63
KIC 7221027,36.68,4.36
KIC 7220968,35.19,5.6
KIC 7220958,33.29,3.46
KIC 7220273,10.1,0.77
KIC 7219652,27.04,1.96
KIC 7219540,15.42,1.3
KIC 7219239,30.21,3.66
KIC 7219091,44.23,3.41
KIC 7218894,14.79,1.09
KIC 7216758,14.29,1.06
KIC 7216641,22.26,2.72
KIC 7216420,32.6,2.72
KIC 7215965,40.98,4.96
KIC 7215890,17.84,1.38
KIC 7215832,16.99,1.27
KIC 7215609,24.88,1.77
KIC 7214880,23.54,2.13
KIC 7214825,31.71,1.07
KIC 7214801,35.93,3.09
KIC 7214582,37.71,4.75
KIC 7214170,21.67,1.79
KIC 7213849,28.38,2.3
KIC 7212990,37.71,4.66
KIC 7212779,24.54,2.05
KIC 7212091,16.88,1.4
KIC 7212025,13.61,1.05
KIC 7211147,13.24,0.93
KIC 7207056,31.27,2.55
KIC 7207014,16.19,1.43
KIC 7207013,16.99,1.29
KIC 7206399,22.42,2.06
KIC 7206132,19.52,1.61
KIC 7205520,34.22,3.11
KIC 7205453,15.42,1.36
KIC 7205339,26.12,1.83
KIC 7205150,31.06,2.57
KIC 7204825,24.88,2.08
KIC 7204366,12.7,1.06
KIC 7203786,16.41,1.12
KIC 7203341,27.61,2.06
KIC 7202953,29.18,2.32
KIC 7202386,30,2.37
KIC 7202027,14.29,1.12
KIC 7201289,10.83,0.81
KIC 7201208,13.71,1.22
KIC 7200952,27.99,2.17
KIC 7200463,35.19,2.7
KIC 7200299,8.56,0.63
KIC 7199814,25.94,2
KIC 7199756,20.63,1.58
KIC 7199240,0.56,0.04
KIC 7192620,19.39,1.64
KIC 7192199,10.83,0.78
KIC 7191311,3.72,0.26
KIC 7191040,33.52,2.99
KIC 7190935,6.44,0.51
KIC 7190459,6.71,0.45
KIC 7190458,26.12,1.92
KIC 7189545,27.23,2.26
KIC 7189100,15.21,1.33
KIC 7188669,15,1.23
KIC 7188508,25.05,1.86
KIC 7188496,16.53,1.26
KIC 7188253,27.8,1.97
KIC 7188204,5.3,0.39
KIC 7188183,34.46,2.8
KIC 7187795,39.59,3.26
KIC 7187096,33.29,3.03
KIC 7186892,39.05,4.83
KIC 7186446,6.31,0.47
KIC 7186291,14.9,1.35
KIC 7186213,19.13,1.96
KIC 7186201,24.2,1.76
KIC 7185248,19.12,1.62
KIC 7185200,8.61,0.59
KIC 7185180,16.64,1.22
KIC 7184868,27.99,1.98
KIC 7184587,35.19,2.95
KIC 7184311,9.56,0.7
KIC 7180891,33.29,3.2
KIC 7180634,28.38,2.23
KIC 7180604,24.89,2.62
KIC 7178402,36.17,2.99
KIC 7178202,23.54,1.84
KIC 7177589,33.52,2.4
KIC 7177249,18.21,1.38
KIC 7177167,11.53,0.94
KIC 7175889,22.43,2.25
KIC 7175349,25.4,1.89
KIC 7175321,30.42,2.27
KIC 7175168,28.78,2.15
KIC 7175163,27.23,2.48
KIC 7175140,19.8,1.66
KIC 7174941,19.52,1.42
KIC 7174694,10.46,0.71
KIC 7174642,18.09,1.59
KIC 7174385,14.39,1.23
KIC 7174058,33.29,2.63
KIC 7173327,13.24,1.06
KIC 7173174,17.47,1.44
KIC 7173075,32.15,2.63
KIC 7137132,22.11,1.64
KIC 7135050,12.35,0.87
KIC 7133807,2.44,0.17
KIC 7133445,24.53,3.63
KIC 7133301,13.24,0.89
KIC 7133235,24.03,1.65
KIC 7132599,14.39,1.13
KIC 7132468,25.23,3.84
KIC 7131728,31.93,2.55
KIC 7131594,18.09,1.6
KIC 7131515,3.8,0.26
KIC 7131359,43.32,6.26
KIC 7130965,32.15,3.25
KIC 7129686,14.79,1.07
KIC 7129680,30,2.5
KIC 7129634,25.05,1.93
KIC 7129537,12.27,0.9
KIC 7125880,12.88,1.03
KIC 7124586,15.21,1.32
KIC 7124119,10.17,0.72
KIC 7123354,32.6,3.97
KIC 7122876,23.7,1.88
KIC 7121724,28.78,2.98
KIC 7121323,23.21,2.16
KIC 7121281,25.05,1.73
KIC 7121181,33.29,2.44
KIC 7121057,15.21,1.16
KIC 7121009,20.21,1.96
KIC 7120146,12.97,1.07
KIC 7120027,30,2.22
KIC 7119971,29.79,2.45
KIC 7119759,32.6,2.95
KIC 7119706,16.19,1.25
KIC 7119690,14.69,1.06
KIC 7119648,9.9,0.7
KIC 7119412,41.27,4.62
KIC 7119024,25.93,2.58
KIC 7118902,37.45,6.25
KIC 7118558,12.02,0.81
KIC 7118431,40.14,7.38
KIC 7118340,21.96,1.72
KIC 7118061,38.5,1.88
KIC 7117918,29.38,2.75
KIC 7117616,1.13,0.08
KIC 7117506,22.9,2.42
KIC 7117492,15.42,1.16
KIC 7117293,2.69,0.19
KIC 7116849,18.47,1.63
KIC 7110077,21.96,1.92
KIC 7109367,19.66,1.61
KIC 7109265,12.44,0.88
KIC 7108339,11.29,0.8
KIC 7108212,16.65,1.46
KIC 7107762,0.53,0.04
KIC 7107430,9.76,0.69
KIC 7107333,33.06,2.66
KIC 7106453,27.41,2.33
KIC 7106306,14.09,1.13
KIC 7105834,59.59,4.44
KIC 7105665,25.4,2.01
KIC 7104891,13.71,1.29
KIC 7104554,15.64,2.07
KIC 7104517,18.86,1.55
KIC 7103794,20.07,1.63
KIC 7103772,18.21,1.5
KIC 7103401,11.06,0.82
KIC 7103120,13.71,1.04
KIC 7103084,32.83,3.28
KIC 7103083,18.34,1.59
KIC 7103075,33.06,3.04
KIC 7102661,18.86,1.72
KIC 7102500,7.4,0.53
KIC 7102272,18.6,1.37
KIC 7101926,51.5,8
KIC 7101732,24.54,2.32
KIC 7101552,21.04,2.62
KIC 7101426,14.19,1.06
KIC 7100632,26.48,2.21
KIC 7098196,19.39,1.73
KIC 7097619,16.88,1.44
KIC 7097328,28.38,4.66
KIC 7095032,15.97,1.07
KIC 7093721,18.6,1.34
KIC 7093688,42.43,3.04
KIC 7093599,19.8,1.51
KIC 7093299,17.47,1.42
KIC 7092721,20.92,1.53
KIC 7092240,46.75,3.94
KIC 7091787,14.39,0.97
KIC 7091649,27.03,1.79
KIC 7090515,31.27,3.36
KIC 7090405,26.12,1.72
KIC 7053334,12.79,0.99
KIC 7053209,22.74,2.03
KIC 7053151,19.79,1.53
KIC 7053111,16.08,1.36
KIC 7051662,47.4,5.03
KIC 7050820,33.29,3.6
KIC 7050319,20.21,1.67
KIC 7049824,12.88,0.93
KIC 7049790,19.93,1.68
KIC 7049758,18.99,1.52
KIC 7049521,37.45,3.96
KIC 7049336,21.21,1.73
KIC 7049247,30.42,2.76
KIC 7049035,3.33,0.23
KIC 7048415,31.93,3.25
KIC 7048098,31.27,2.88
KIC 7048090,30.63,2.59
KIC 7047979,21.96,1.79
KIC 7047754,25.76,1.83
KIC 7047750,23.38,1.77
KIC 7047197,34.46,2.89
KIC 7046921,31.06,2.15
KIC 7046300,24.54,1.79
KIC 7044966,37.45,4.67
KIC 7044961,11.53,0.81
KIC 7041883,17.84,1.25
KIC 7041554,30.63,2.89
KIC 7041309,12.61,0.93
KIC 7040826,39.59,4.82
KIC 7039617,24.88,2.1
KIC 7039612,15.97,1.32
KIC 7038372,17.35,1.27
KIC 7038138,35.97,2.72
KIC 7037895,32.6,3.86
KIC 7037362,19.93,1.58
KIC 7036755,3.72,0.25
KIC 7036334,27.04,2.03
KIC 7036209,43.62,7.59
KIC 7035766,37.2,6.15
KIC 7035373,40.98,3.03
KIC 7034773,47.07,4.13
KIC 7033849,3.94,0.27
KIC 7033830,3.94,0.27
KIC 7033500,16.64,1.31
KIC 7032946,39.59,5.54
KIC 7031565,2.65,0.18
KIC 7031066,18.47,1.34
KIC 7026358,18.6,1.36
KIC 7025956,33.99,1.73
KIC 7025006,58.36,6.53
KIC 7024674,25.4,1.9
KIC 7024284,23.38,2.76
KIC 7024230,34.22,2.25
KIC 7023973,30.21,3.49
KIC 7023440,30.63,4.21
KIC 7023135,12.35,0.89
KIC 7023070,21.21,1.64
KIC 7022598,19.12,1.53
KIC 7022432,47.73,3.53
KIC 7022137,61.26,5.75
KIC 7022114,32.15,1.99
KIC 7022090,18.73,1.61
KIC 7021842,25.4,2.34
KIC 7021705,29.59,2.9
KIC 7020399,45.16,7.61
KIC 7020381,15.21,1.13
KIC 7020040,31.05,1.13
KIC 7019984,13.61,0.98
KIC 7019520,21.21,1.63
KIC 7019407,30.84,2.4
KIC 7019309,24.03,1.73
KIC 7018452,23.54,2.13
KIC 7018437,17.11,1.29
KIC 7018323,6.18,0.44
KIC 7018267,17.59,1.43
KIC 7018131,10.53,0.73
KIC 7017800,12.53,1.21
KIC 7017604,6.53,0.47
KIC 7017241,8.09,0.56
KIC 7017239,13.06,1.11
KIC 7017021,14.29,1.19
KIC 7016864,18.6,1.43
KIC 7015082,15.32,1.25
KIC 7015048,38.5,4.92
KIC 7014579,34.22,2.8
KIC 7014525,24.88,1.83
KIC 7014502,13.71,1
KIC 7014297,37.98,3.5
KIC 7014223,28.78,2.46
KIC 7013575,23.38,1.76
KIC 7013557,14.49,1.09
KIC 7013398,21.51,1.73
KIC 7010386,11.14,0.82
KIC 7010320,14.29,0.98
KIC 7010083,39.04,2.9
KIC 7009601,10.1,0.69
KIC 7009179,23.87,1.72
KIC 7009168,23.7,1.61
KIC 7009163,16.64,1.19
KIC 7008602,16.88,1.35
KIC 7008115,34.94,3.35
KIC 6977064,21.81,1.88
KIC 6976666,18.6,1.52
KIC 6976424,35.68,6.29
KIC 6976219,19.12,1.5
KIC 6974205,20.92,1.76
KIC 6966825,17.59,1.44
KIC 6965793,32.83,2.82
KIC 6965761,22.74,2.01
KIC 6964982,20.63,1.54
KIC 6964206,38.77,2.82
KIC 6964067,10.1,0.75
KIC 6964021,15.75,1.13
KIC 6963869,18.6,1.44
KIC 6962866,14.39,1.13
KIC 6962536,9.23,0.67
KIC 6960413,13.24,0.9
KIC 6960268,27.8,2.39
KIC 6960254,26.3,2
KIC 6955916,16.19,1.42
KIC 6955353,10.61,0.77
KIC 6955274,28.78,2.14
KIC 6955009,17.72,1.34
KIC 6954982,13.15,1.04
KIC 6954835,27.59,2.84
KIC 6953494,25.94,2.51
KIC 6953213,27.23,2.36
KIC 6953069,0.29,
KIC 6953033,26.3,3.15
KIC 6952721,38.5,5.55
KIC 6952649,24.54,1.78
KIC 6951568,30.42,2.52
KIC 6951246,36.94,2.77
KIC 6950897,26.48,2.57
KIC 6950440,20.21,1.51
KIC 6949872,14.8,1.17
KIC 6949412,1.62,0.11
KIC 6949326,14.79,1.09
KIC 6949105,58.36,4.66
KIC 6948662,22.74,1.81
KIC 6947600,50.45,3.6
KIC 6947065,16.64,1.24
KIC 6946839,31.93,1.36
KIC 6946702,26.85,2.05
KIC 6946700,43.92,6.08
KIC 6946682,22.74,1.84
KIC 6945591,18.34,1.39
KIC 6940654,41.84,3.03
KIC 6940652,12.44,1.02
KIC 6940386,19.25,1.49
KIC 6940035,13.81,1.16
KIC 6939715,25.4,2.58
KIC 6939552,10.32,0.74
KIC 6939314,25.4,2.57
KIC 6939047,32.38,5.91
KIC 6939026,23.38,1.84
KIC 6938077,39.58,3.39
KIC 6937870,12.35,0.42
KIC 6937828,31.06,2.37
KIC 6937713,34.22,3.65
KIC 6937118,12.44,0.86
KIC 6935653,33.06,2.95
KIC 6934677,28.98,2.46
KIC 6934412,30.42,3.85
KIC 6934004,22.27,1.53
KIC 6933978,17.12,1.92
KIC 6933498,32.15,3.56
KIC 6933492,29.19,2.04
KIC 6933371,24.2,2.24
KIC 6932477,43.32,4.51
KIC 6932281,34.94,4.62
KIC 6932209,32.15,3.73
KIC 6932118,20.92,1.87
KIC 6929937,39.85,2.91
KIC 6929910,36.7,5.46
KIC 6929655,13.24,0.92
KIC 6929160,27.04,3.12
KIC 6928582,26.67,2.16
KIC 6928206,16.41,0.51
KIC 6927938,21.66,2.12
KIC 6925135,16.08,1.21
KIC 6924644,43.92,4
KIC 6924050,1.26,0.09
KIC 6923995,16.3,1.23
KIC 6923830,39.04,3.12
KIC 6923590,25.76,3.45
KIC 6923466,33.06,3
KIC 6922454,17.11,1.25
KIC 6922404,14,0.97
KIC 6922375,24.2,1.96
KIC 6922183,25.76,1.71
KIC 6922010,44.23,3.37
KIC 6921821,19.79,1.42
KIC 6921817,19.79,1.42
KIC 6890846,34.46,3.69
KIC 6889932,15.11,1.27
KIC 6889565,21.36,1.84
KIC 6888992,23.38,2.16
KIC 6888947,40.98,6.28
KIC 6888521,48.74,4.35
KIC 6881138,21.21,1.54
KIC 6880588,8.92,0.66
KIC 6879770,17.47,1.32
KIC 6879639,18.09,1.38
KIC 6878738,18.11,1.82
KIC 6878706,12.27,1
KIC 6878696,12.61,0.86
KIC 6877800,24.03,2.07
KIC 6877139,35.97,2.72
KIC 6876671,28.78,2.59
KIC 6876367,14.19,1.1
KIC 6875207,21.96,1.65
KIC 6871896,14,1
KIC 6871390,0.64,0.04
KIC 6871224,4.46,0.31
KIC 6869661,15.86,1.26
KIC 6869471,34.46,3.95
KIC 6868871,36.68,3.78
KIC 6868006,2.07,0.14
KIC 6867627,27.23,2.34
KIC 6866518,31.49,2.31
KIC 6866342,31.71,3.52
KIC 6866144,20.49,1.63
KIC 6865603,34.7,2.42
KIC 6865180,39.04,7.04
KIC 6863987,1.49,0.1
KIC 6863726,21.22,1.71
KIC 6863598,23.7,1.81
KIC 6863403,27.61,2.77
KIC 6862842,17.98,1.66
KIC 6862841,17.84,1.41
KIC 6862296,31.27,3.42
KIC 6862174,13.71,0.97
KIC 6861478,23.05,2.05
KIC 6861326,38.77,3.04
KIC 6860837,42.43,5.2
KIC 6860272,40.98,5.26
KIC 6854503,15.11,1.31
KIC 6854373,30.84,1.69
KIC 6853932,43.02,3.07
KIC 6853480,28.98,3.81
KIC 6853356,25.05,1.83
KIC 6853239,23.21,1.68
KIC 6853151,10.53,0.76
KIC 6853131,17.84,1.2
KIC 6852702,15.32,1.24
KIC 6852279,31.05,1.5
KIC 6852153,14.79,1.05
KIC 6851944,7.71,0.53
KIC 6851742,24.54,1.79
KIC 6851733,25.94,2.12
KIC 6851603,19.79,1.55
KIC 6851483,21.51,1.65
KIC 6849821,16.65,1.36
KIC 6849816,28.78,2.18
KIC 6849742,35.39,1.41
KIC 6846570,4.08,0.29
KIC 6846346,33.06,2.38
KIC 6843766,18.09,1.3
KIC 6843185,5.53,0.38
KIC 6842741,21.81,1.62
KIC 6842620,24.54,2.05
KIC 6842569,8.32,0.61
KIC 6842409,43.02,7.71
KIC 6841909,31.06,3.24
KIC 6839317,14.9,1.35
KIC 6838434,18.73,1.35
KIC 6838270,18.09,1.39
KIC 6837969,38.77,2.64
KIC 6837270,11.21,0.92
KIC 6836876,22.12,2.02
KIC 6836342,20.92,1.65
KIC 6836201,19.66,1.59
KIC 6805834,31.49,5.52
KIC 6805049,57.96,5.27
KIC 6804013,19.12,1.38
KIC 6803785,16.19,1.41
KIC 6803555,20.78,1.52
KIC 6803524,55.98,5.45
KIC 6803306,30.84,2.9
KIC 6801812,11.61,0.78
KIC 6801784,42.43,3.12
KIC 6801692,19.25,1.41
KIC 6800598,41.27,5.27
KIC 6794999,27.6,2.81
KIC 6794614,33.75,1.53
KIC 6794489,24.2,1.78
KIC 6794259,12.35,0.82
KIC 6793755,26.3,2.45
KIC 6793075,30.42,2.93
KIC 6792745,24.88,2.26
KIC 6792288,34.7,2.74
KIC 6792259,25.58,1.83
KIC 6790796,28.38,4.26
KIC 6790075,52.96,3.7
KIC 6785922,7,0.48
KIC 6785604,28.78,3.69
KIC 6783369,27.42,2.14
KIC 6782860,37.19,2.59
KIC 6782589,11.06,0.96
KIC 6782577,8.86,0.65
KIC 6782035,12.27,0.86
KIC 6779680,18.34,1.45
KIC 6779113,18.34,1.45
KIC 6778974,31.7,5.88
KIC 6778890,6.53,0.48
KIC 6777781,19.25,1.61
KIC 6776936,24.37,2.01
KIC 6776613,23.7,1.82
KIC 6776202,32.6,3.06
KIC 6775869,17.84,1.61
KIC 6775689,30.84,2.43
KIC 6775103,20.78,1.79
KIC 6774726,16.42,1.24
KIC 6774679,1.45,0.1
KIC 6768341,23.05,1.84
KIC 6768036,46.75,1.81
KIC 6767913,9.97,0.69
KIC 6767424,30.42,2.24
KIC 6766990,5.1,0.28
KIC 6766663,10.32,0.78
KIC 6766578,34.94,1.63
KIC 6766298,14.49,1.02
KIC 6764843,38.5,3.14
KIC 6764302,19.25,1.43
KIC 6763988,24.54,2.15
KIC 6763859,19.39,1.45
KIC 6763616,34.64,1.28
KIC 6763400,14.1,1.23
KIC 6763067,2.94,0.2
KIC 6762923,4.34,0.3
KIC 6762592,12.35,0.9
KIC 6762389,0.41,
KIC 6762296,33.72,2.04
KIC 6762054,34.7,3.6
KIC 6761374,25.94,1.88
KIC 6758989,18.23,1.51
KIC 6758299,15.75,1.29
KIC 6758063,35.92,3.18
KIC 6757959,39.31,3.92
KIC 6757167,16.41,1.26
KIC 6757075,7.45,0.45
KIC 6756192,21.22,2.9
KIC 6755437,16.32,2.55
KIC 6753253,0.89,0.06
KIC 6752937,24.2,1.79
KIC 6752762,41.55,3.59
KIC 6752730,1.19,0.08
KIC 6752462,14.8,1.11
KIC 6751784,24.71,2.6
KIC 6751512,27.99,2.52
KIC 6751411,23.06,1.83
KIC 6751156,47.73,3.57
KIC 6721658,14.7,1.53
KIC 6721401,30.63,2.82
KIC 6720879,14.09,1.06
KIC 6720765,39.31,3.13
KIC 6719944,10.39,0.98
KIC 6719464,5.68,0.41
KIC 6719090,19.25,1.72
KIC 6717248,23.05,1.77
KIC 6717216,4.19,0.29
KIC 6717202,13.97,0.82
KIC 6716635,26.67,2.15
KIC 6715926,10.98,0.89
KIC 6715205,16.3,1.25
KIC 6714398,15.53,1.27
KIC 6707742,38.5,5.23
KIC 6707390,12.97,1.03
KIC 6706901,25.4,2.35
KIC 6706506,13.52,0.92
KIC 6706375,34.7,4.38
KIC 6705739,3.38,0.23
KIC 6705695,20.78,1.59
KIC 6705313,12.27,0.93
KIC 6705164,24.88,2.25
KIC 6704617,16.76,1.22
KIC 6704613,16.76,1.25
KIC 6700873,33.99,2.79
KIC 6700484,29.59,2.22
KIC 6700225,25.58,1.89
KIC 6697447,24.71,1.85
KIC 6696016,21.36,1.76
KIC 6695363,35.92,3.03
KIC 6694755,21.07,1.77
KIC 6694734,56.37,6.7
KIC 6694166,47.4,3.5
KIC 6693439,20.63,1.7
KIC 6693042,85.44,7.91
KIC 6692976,39.86,5.01
KIC 6692600,16.65,1.42
KIC 6692460,32.15,2.35
KIC 6692320,4.78,0.34
KIC 6691942,32.83,3.02
KIC 6691648,33.75,5.66
KIC 6691549,13.43,1.09
KIC 6691457,13.06,1.01
KIC 6690942,17.23,1.43
KIC 6690270,25.58,1.8
KIC 6689191,10.25,0.73
KIC 6689146,28.19,2.27
KIC 6688796,15.32,1.23
KIC 6688398,21.07,1.68
KIC 6688129,35.92,2.98
KIC 6688100,6.31,0.45
KIC 6681940,44.54,3.58
KIC 6680567,29.79,2.16
KIC 6680536,22.42,1.83
KIC 6680211,35.43,3.04
KIC 6679451,27.23,2.65
KIC 6678644,27.41,2.24
KIC 6678588,25.23,2.15
KIC 6678515,16.08,1.29
KIC 6678293,26.48,1.9
KIC 6676752,15.42,1.25
KIC 6675714,6.67,0.45
KIC 6675458,18.21,1.4
KIC 6675318,0.57,0.04
KIC 6672876,39.04,5.57
KIC 6672794,35.68,2.94
KIC 6672779,33.06,2.72
KIC 6672652,15.32,1.26
KIC 6672247,27.8,5.08
KIC 6671751,28.78,2.8
KIC 6671727,31.49,2.52
KIC 6670929,31.06,3.98
KIC 6670606,13.52,1.44
KIC 6670192,20.35,1.9
