Name,P_rot,P_rot_err,Prot_errm,Prot_errp
TYC 3148-1652-1,9.378,,,
TYC 3148-1578-1,1.135,,,
TYC 3148-1460-1,7.891,,,
TYC 3148-1427-1,1.907,,,
TYC 3148-1322-1,16.479,,,
TYC 3148-1176-1,1.173,,,
TYC 3148-1058-1,15.053,,,
TYC 3148-1019-1,2.844,,,
TYC 3147-982-1,1.462,,,
TYC 3147-971-1,11.629,,,
TYC 3147-72-1,7.213,,,
TYC 3147-704-1,5.823,,,
TYC 3147-672-1,2.935,,,
TYC 3147-598-1,4.794,,,
TYC 3147-542-1,1.679,,,
TYC 3147-1914-1,1.028,,,
TYC 3147-1879-1,2.388,,,
TYC 3147-1835-1,8.182,,,
TYC 3147-1825-1,10.83,,,
TYC 3147-1641-1,1.008,,,
TYC 3147-1568-1,2.617,,,
TYC 3147-1542-1,15.641,,,
TYC 3147-1507-1,7.454,,,
TYC 3147-138-1,1.088,,,
TYC 3147-1364-1,1.006,,,
TYC 3147-1286-1,1.126,,,
TYC 3147-1244-1,6.593,,,
TYC 3147-12-1,9.204,,,
TYC 3146-913-1,4.429,,,
TYC 3146-830-1,2.054,,,
TYC 3146-820-1,10.249,,,
TYC 3146-802-1,12.075,,,
TYC 3146-757-1,1.353,,,
TYC 3146-74-1,10.529,,,
TYC 3146-672-1,6.381,,,
TYC 3146-617-1,5.351,,,
TYC 3146-48-1,1.221,,,
TYC 3146-39-1,1.408,,,
TYC 3146-3-1,15.336,,,
TYC 3146-279-1,6.64,,,
TYC 3146-278-1,6.709,,,
TYC 3146-249-1,2.454,,,
TYC 3146-220-1,11.017,,,
TYC 3146-191-1,3.744,,,
TYC 3146-171-1,2.046,,,
TYC 3146-1453-1,11.149,,,
TYC 3146-1441-1,3.014,,,
TYC 3146-1411-1,16.587,,,
TYC 3146-1380-1,2.883,,,
TYC 3146-1361-1,8.81,,,
TYC 3146-136-1,5.475,,,
TYC 3146-1302-1,2.011,,,
TYC 3146-1295-1,1.004,,,
TYC 3146-1201-1,3.155,,,
TYC 3146-1192-1,11.857,,,
TYC 3146-11-1,2.664,,,
TYC 3145-901-1,6.71,,,
TYC 3145-804-1,11.026,,,
TYC 3145-75-1,20.656,,,
TYC 3145-740-1,5.138,,,
TYC 3145-387-1,3.257,,,
TYC 3145-378-1,3.633,,,
TYC 3145-352-1,1.763,,,
TYC 3145-2809-1,1.034,,,
TYC 3145-2650-1,1.067,,,
TYC 3145-2552-1,1.846,,,
TYC 3145-250-1,11.549,,,
TYC 3145-242-1,4.916,,,
TYC 3145-22-1,1.291,,,
TYC 3145-2100-1,13.66,,,
TYC 3145-2-1,15.422,,,
TYC 3145-2096-1,5.413,,,
TYC 3145-1986-1,8.296,,,
TYC 3145-1789-1,1.08,,,
TYC 3145-128-1,2.218,,,
TYC 3145-1112-1,11.184,,,
TYC 3145-1034-1,15.088,,,
TYC 3145-1018-1,5.246,,,
TYC 3144-952-1,5.307,,,
TYC 3144-942-1,1.616,,,
TYC 3144-41-1,1.244,,,
TYC 3144-307-1,11.435,,,
TYC 3144-305-1,3.557,,,
TYC 3144-2676-1,1.744,,,
TYC 3144-255-1,13.052,,,
TYC 3144-2192-1,3.244,,,
TYC 3144-2125-1,1.208,,,
TYC 3144-1758-1,1.429,,,
TYC 3144-1742-1,10.602,,,
TYC 3144-1710-1,15.185,,,
TYC 3144-1547-1,12.853,,,
TYC 3144-1544-1,1.116,,,
TYC 3144-1467-1,1.266,,,
TYC 3144-1418-1,15.911,,,
TYC 3144-1379-1,4.589,,,
TYC 3144-1378-1,12.288,,,
TYC 3144-1324-1,1.056,,,
TYC 3144-1314-1,12.911,,,
TYC 3144-1309-1,1.644,,,
TYC 3144-1294-1,1.038,,,
TYC 3144-1282-1,9.917,,,
TYC 3144-1268-1,10.506,,,
TYC 3144-1259-1,3.327,,,
TYC 3144-1234-1,6.83,,,
TYC 3144-123-1,6.883,,,
TYC 3144-1022-1,4.288,,,
TYC 3143-977-1,3.998,,,
TYC 3143-951-1,3.021,,,
TYC 3143-95-1,5.538,,,
TYC 3143-902-1,10.265,,,
TYC 3143-892-1,8.904,,,
TYC 3143-794-1,12.6,,,
TYC 3143-726-1,1.327,,,
TYC 3143-706-1,8.895,,,
TYC 3143-693-1,6.503,,,
TYC 3143-632-1,3.853,,,
TYC 3143-607-1,8.603,,,
TYC 3143-53-1,4.081,,,
TYC 3143-435-1,2.838,,,
TYC 3143-361-1,15.994,,,
TYC 3143-338-1,7.946,,,
TYC 3143-331-1,10.216,,,
TYC 3143-270-1,2.086,,,
TYC 3143-257-1,3.286,,,
TYC 3143-238-1,2.042,,,
TYC 3143-2109-1,8.379,,,
TYC 3143-2100-1,1.28,,,
TYC 3143-208-1,10.48,,,
TYC 3143-2078-1,23.694,,,
TYC 3143-1978-1,9.74,,,
TYC 3143-1942-1,9.185,,,
TYC 3143-192-1,6.262,,,
TYC 3143-1907-1,1.694,,,
TYC 3143-188-1,3.026,,,
TYC 3143-1843-1,12.504,,,
TYC 3143-1748-1,1.044,,,
TYC 3143-1691-1,2.336,,,
TYC 3143-1612-1,1.56,,,
TYC 3143-1609-1,8.663,,,
TYC 3143-1556-1,1.565,,,
TYC 3143-1491-1,1.633,,,
TYC 3143-1484-1,15.142,,,
TYC 3143-1391-1,1.778,,,
TYC 3143-1366-1,21.887,,,
TYC 3143-1342-1,2.116,,,
TYC 3143-1250-1,6.448,,,
TYC 3143-1221-1,1.143,,,
TYC 3143-1211-1,3.451,,,
TYC 3143-1208-1,1.281,,,
TYC 3143-1195-1,5.482,,,
TYC 3143-1194-1,6.246,,,
TYC 3143-1159-1,4.389,,,
TYC 3143-1045-1,1.319,,,
TYC 3142-953-1,1.023,,,
TYC 3142-938-1,1.95,,,
TYC 3142-897-1,1.346,,,
TYC 3142-82-1,1.246,,,
TYC 3142-733-1,3.599,,,
TYC 3142-723-1,4.404,,,
TYC 3142-712-1,3.041,,,
TYC 3142-70-1,1.561,,,
TYC 3142-65-1,7.695,,,
TYC 3142-580-1,1.687,,,
TYC 3142-575-1,5.037,,,
TYC 3142-529-1,3.887,,,
TYC 3142-358-1,9.121,,,
TYC 3142-25-1,3.594,,,
TYC 3142-207-1,13.583,,,
TYC 3142-1754-1,8.384,,,
TYC 3142-1671-1,21.933,,,
TYC 3142-1554-1,11.126,,,
TYC 3142-1540-1,8.012,,,
TYC 3142-1508-1,1.716,,,
TYC 3142-1498-1,1.338,,,
TYC 3142-1474-1,5.418,,,
TYC 3142-1461-1,2.302,,,
TYC 3142-1383-1,12.536,,,
TYC 3142-1367-1,11.443,,,
TYC 3142-124-1,6.67,,,
TYC 3142-1238-1,10.448,,,
TYC 3142-1206-1,9.823,,,
TYC 3142-1065-1,8.96,,,
TYC 3142-10-1,2.88,,,
TYC 3141-976-1,1.352,,,
TYC 3141-902-1,1.265,,,
TYC 3141-754-1,2.713,,,
TYC 3141-732-1,1.12,,,
TYC 3141-674-1,9.227,,,
TYC 3141-591-1,21.439,,,
TYC 3141-546-1,13.816,,,
TYC 3141-518-1,1.817,,,
TYC 3141-503-1,1.248,,,
TYC 3141-490-1,1.915,,,
TYC 3141-392-1,1.54,,,
TYC 3141-386-1,1.519,,,
TYC 3141-3455-1,6.96,,,
TYC 3141-3436-1,1.239,,,
TYC 3141-3433-1,1.011,,,
TYC 3141-3352-1,7.41,,,
TYC 3141-3304-1,1.518,,,
TYC 3141-3283-1,7.048,,,
TYC 3141-2872-1,19.148,,,
TYC 3141-2692-1,4.771,,,
TYC 3141-266-1,10.94,,,
TYC 3141-2356-1,16.265,,,
TYC 3141-2236-1,1.026,,,
TYC 3141-1958-1,5.409,,,
TYC 3141-1818-1,2.475,,,
TYC 3141-1810-1,9.121,,,
TYC 3141-1674-1,3.613,,,
TYC 3141-1491-1,7.339,,,
TYC 3141-144-1,2.252,,,
TYC 3141-1203-1,13.128,,,
TYC 3141-1152-1,2.126,,,
TYC 3140-965-2,12.778,,,
TYC 3140-925-1,1.425,,,
TYC 3140-743-1,1.616,,,
TYC 3140-682-1,7.233,,,
TYC 3140-568-1,2.027,,,
TYC 3140-504-1,3.77,,,
TYC 3140-486-1,1.463,,,
TYC 3140-442-1,1.334,,,
TYC 3140-3123-1,8.139,,,
TYC 3140-312-1,6.765,,,
TYC 3140-3036-1,14.54,,,
TYC 3140-2714-1,1.381,,,
TYC 3140-27-1,14.655,,,
TYC 3140-2425-1,17.481,,,
TYC 3140-2422-1,1.402,,,
TYC 3140-2372-1,1.31,,,
TYC 3140-2068-1,1.003,,,
TYC 3140-1963-1,12.411,,,
TYC 3140-1960-1,5.867,,,
TYC 3140-1745-1,6.888,,,
TYC 3140-1706-1,18.825,,,
TYC 3140-1520-1,1.165,,,
TYC 3140-1476-1,1.849,,,
TYC 3140-1426-1,1.188,,,
TYC 3140-1417-1,11.824,,,
TYC 3140-1377-1,6.691,,,
TYC 3140-120-1,1.124,,,
TYC 3140-1143-1,8.39,,,
TYC 3140-1018-1,1.468,,,
TYC 3139-910-1,6.152,,,
TYC 3139-841-1,9.613,,,
TYC 3139-84-1,1.007,,,
TYC 3139-826-1,2.526,,,
TYC 3139-799-1,2.03,,,
TYC 3139-647-1,3.601,,,
TYC 3139-56-1,11.62,,,
TYC 3139-291-1,1.334,,,
TYC 3139-2233-1,15.861,,,
TYC 3139-1993-1,1.016,,,
TYC 3139-1762-1,1.599,,,
TYC 3139-1688-1,7.582,,,
TYC 3139-167-1,1.266,,,
TYC 3139-1563-1,2.862,,,
TYC 3139-1545-1,1.856,,,
TYC 3139-1461-1,1.039,,,
TYC 3139-1251-1,4.057,,,
TYC 3139-1227-1,1.005,,,
TYC 3139-1217-1,9.792,,,
TYC 3139-1185-1,1.012,,,
TYC 3139-1126-1,1.698,,,
TYC 3138-941-1,2.294,,,
TYC 3138-812-1,3.288,,,
TYC 3138-699-1,14.246,,,
TYC 3138-670-1,19.366,,,
TYC 3138-657-1,3.655,,,
TYC 3138-634-1,1.874,,,
TYC 3138-509-1,13.833,,,
TYC 3138-508-1,9.062,,,
TYC 3138-475-1,4.23,,,
TYC 3138-446-1,6.296,,,
TYC 3138-273-1,8.469,,,
TYC 3138-207-1,1.252,,,
TYC 3138-1711-1,8.748,,,
TYC 3138-171-1,2.196,,,
TYC 3138-167-1,1.289,,,
TYC 3138-1661-1,13.88,,,
TYC 3138-161-1,2.509,,,
TYC 3138-1576-1,15.883,,,
TYC 3138-1457-1,1.114,,,
TYC 3138-1437-1,3.583,,,
TYC 3138-1388-1,12.844,,,
TYC 3138-1247-1,9.623,,,
TYC 3138-1184-1,1.186,,,
TYC 3138-1034-1,9.886,,,
TYC 3136-846-1,3.978,,,
TYC 3136-717-1,1.917,,,
TYC 3136-564-1,9.912,,,
TYC 3136-301-1,1.14,,,
TYC 3136-1401-1,1.257,,,
TYC 3136-1175-1,2.745,,,
TYC 3136-1018-1,4.804,,,
TYC 3135-990-1,1.91,,,
TYC 3135-975-1,8.457,,,
TYC 3135-917-1,3.904,,,
TYC 3135-91-1,1.529,,,
TYC 3135-87-1,4.813,,,
TYC 3135-802-1,8.96,,,
TYC 3135-709-1,7.001,,,
TYC 3135-634-1,10.46,,,
TYC 3135-580-1,22.288,,,
TYC 3135-554-1,1.27,,,
TYC 3135-520-1,7.874,,,
TYC 3135-51-1,1.656,,,
TYC 3135-491-1,8.735,,,
TYC 3135-475-1,1.939,,,
TYC 3135-365-1,1.804,,,
TYC 3135-329-1,13.258,,,
TYC 3135-315-1,1.024,,,
TYC 3135-287-1,24.491,,,
TYC 3135-286-1,1.442,,,
TYC 3135-241-1,20.609,,,
TYC 3135-184-1,1.354,,,
TYC 3135-135-1,1.359,,,
TYC 3134-901-1,7.923,,,
TYC 3134-87-1,2.274,,,
TYC 3134-829-1,13.598,,,
TYC 3134-81-1,2.225,,,
TYC 3134-788-1,9.2,,,
TYC 3134-632-1,1.571,,,
TYC 3134-47-1,12.54,,,
TYC 3134-439-1,1.689,,,
TYC 3134-381-1,18.736,,,
TYC 3134-251-1,10.137,,,
TYC 3134-217-1,11.756,,,
TYC 3134-2162-1,4.228,,,
TYC 3134-190-1,1.411,,,
TYC 3134-1841-1,6.252,,,
TYC 3134-1817-1,2.123,,,
TYC 3134-1757-1,6.812,,,
TYC 3134-1731-1,4.095,,,
TYC 3134-1634-1,5.423,,,
TYC 3134-1528-1,4.824,,,
TYC 3134-1513-1,5.804,,,
TYC 3134-1466-1,2.125,,,
TYC 3134-12-1,3.304,,,
TYC 3134-1081-1,4.419,,,
TYC 3134-106-1,5.165,,,
TYC 3133-991-1,3.296,,,
TYC 3133-970-1,5.083,,,
TYC 3133-70-1,3.132,,,
TYC 3133-697-1,1.023,,,
TYC 3133-557-1,7.331,,,
TYC 3133-335-1,10.525,,,
TYC 3133-2681-1,1.607,,,
TYC 3133-2493-1,2.654,,,
TYC 3133-2443-1,14.549,,,
TYC 3133-2310-1,3.787,,,
TYC 3133-223-1,6.962,,,
TYC 3133-2085-1,15.425,,,
TYC 3133-1662-1,8.842,,,
TYC 3133-1459-1,2.928,,,
TYC 3133-1306-1,5.224,,,
TYC 3133-1-1,1.864,,,
TYC 3132-861-1,5.847,,,
TYC 3132-778-1,6.556,,,
TYC 3132-679-1,6.771,,,
TYC 3132-67-1,11.591,,,
TYC 3132-332-1,1.343,,,
TYC 3132-2148-1,11.113,,,
TYC 3132-2102-1,5.601,,,
TYC 3132-2028-1,5.164,,,
TYC 3132-1704-1,18.463,,,
TYC 3132-1587-1,1.649,,,
TYC 3132-1044-1,4.99,,,
TYC 3132-1038-1,8.614,,,
TYC 3131-597-1,3.482,,,
TYC 3131-374-1,6.291,,,
TYC 3131-336-1,9.467,,,
TYC 3131-332-1,2.467,,,
TYC 3131-1863-1,4.974,,,
TYC 3131-1606-1,8.059,,,
TYC 3131-1281-1,19.744,,,
TYC 3131-1204-1,2.71,,,
TYC 3131-1133-1,14.205,,,
TYC 3131-1074-1,4.072,,,
TYC 3131-1002-1,4.567,,,
TYC 3130-627-1,18.491,,,
TYC 3130-462-1,8.639,,,
TYC 3130-307-1,1.452,,,
TYC 3130-2928-1,7.575,,,
TYC 3130-2413-1,7.734,,,
TYC 3130-2394-1,1.102,,,
TYC 3130-2155-1,20.089,,,
TYC 3130-2110-1,7.675,,,
TYC 3130-2071-1,1.106,,,
TYC 3130-1904-1,1.981,,,
TYC 3130-1452-1,2.81,,,
TYC 3130-1347-1,4.164,,,
TYC 3130-112-1,1.985,,,
TYC 3129-812-1,4.507,,,
TYC 3129-800-1,9.253,,,
TYC 3129-358-1,6.735,,,
TYC 3129-2684-1,1.549,,,
TYC 3129-2534-1,18.526,,,
TYC 3129-2518-1,20.448,,,
TYC 3129-2494-1,3.611,,,
TYC 3129-2429-1,10.553,,,
TYC 3129-2364-1,3.994,,,
TYC 3129-2063-1,1.189,,,
TYC 3129-2005-1,10.727,,,
TYC 3129-1963-1,1.691,,,
TYC 3129-1959-1,4.424,,,
TYC 3129-1951-1,7.286,,,
TYC 3129-1877-1,1.59,,,
TYC 3129-1763-1,19.564,,,
TYC 3129-1664-1,4.85,,,
TYC 3129-1501-1,7.946,,,
TYC 3129-1279-1,5.106,,,
TYC 3129-1227-1,6.314,,,
TYC 3129-1197-1,11.79,,,
TYC 3129-1004-1,3.277,,,
TYC 3128-948-1,9.864,,,
TYC 3128-803-1,2.585,,,
TYC 3128-776-1,13.947,,,
TYC 3128-729-1,3.036,,,
TYC 3128-490-1,5.535,,,
TYC 3128-2447-1,8.021,,,
TYC 3128-2441-1,4.765,,,
TYC 3128-2431-1,11.129,,,
TYC 3128-2362-1,4.067,,,
TYC 3128-2074-1,7.313,,,
TYC 3128-1808-1,2.464,,,
TYC 3128-1664-1,11.004,,,
TYC 3128-137-1,18.065,,,
TYC 3128-1359-1,5.336,,,
TYC 3128-1341-1,1.15,,,
TYC 3128-1152-1,1.228,,,
TYC 3128-1143-1,5.126,,,
TYC 3128-1016-1,2.873,,,
TYC 3127-870-1,3.839,,,
TYC 3127-379-1,1.46,,,
TYC 3127-1853-1,11.166,,,
TYC 3127-1561-1,9.49,,,
TYC 3126-99-1,1.555,,,
TYC 3126-676-1,11.681,,,
TYC 3126-531-1,22.207,,,
TYC 3126-2986-1,11.027,,,
TYC 3126-2747-1,1.042,,,
TYC 3126-2303-1,13.733,,,
TYC 3126-2210-1,1.346,,,
TYC 3126-1808-1,1.351,,,
TYC 3126-1673-1,4.748,,,
TYC 3125-719-1,2.014,,,
TYC 3125-7-1,7.778,,,
TYC 3125-706-1,4.291,,,
TYC 3125-694-1,2.377,,,
TYC 3125-663-1,1.809,,,
TYC 3125-551-1,2.616,,,
TYC 3125-542-1,1.541,,,
TYC 3125-3740-1,12.191,,,
TYC 3125-3570-1,1.024,,,
TYC 3125-3150-1,8.662,,,
TYC 3125-2843-1,1.319,,,
TYC 3125-282-1,1.939,,,
TYC 3125-269-1,1.721,,,
TYC 3125-2681-1,11.896,,,
TYC 3125-256-1,9.508,,,
TYC 3125-2558-1,1.863,,,
TYC 3125-2237-1,1.183,,,
TYC 3125-2093-1,2.934,,,
TYC 3125-1796-1,1.093,,,
TYC 3125-1703-1,1.061,,,
TYC 3125-1666-1,3.544,,,
TYC 3125-151-1,5.202,,,
TYC 3125-1342-1,2.582,,,
TYC 3125-1178-1,9.529,,,
TYC 3125-110-1,1.516,,,
TYC 3125-1024-1,3.054,,,
TYC 3124-896-1,1.037,,,
TYC 3124-704-1,2.985,,,
TYC 3124-443-1,4.072,,,
TYC 3124-428-1,2.604,,,
TYC 3124-1904-1,17.296,,,
TYC 3124-1488-1,1.824,,,
TYC 3124-1457-1,1.971,,,
TYC 3124-1292-1,15.676,,,
TYC 3124-1004-1,1.98,,,
TYC 3123-609-1,1.886,,,
TYC 3121-937-1,4.11,,,
TYC 3121-705-1,4.774,,,
TYC 3121-669-1,1.165,,,
TYC 3121-5-1,8.232,,,
TYC 3121-383-1,18.139,,,
TYC 3121-333-1,11.311,,,
TYC 3121-1573-1,2.743,,,
TYC 3121-1518-1,21.804,,,
TYC 3121-127-1,4.084,,,
TYC 3121-1171-1,1.275,,,
TYC 3120-984-1,12.365,,,
TYC 3120-957-1,5.85,,,
TYC 3120-869-1,6.927,,,
TYC 3120-750-1,1.974,,,
TYC 3120-728-1,22.864,,,
TYC 3120-710-1,1.091,,,
TYC 3120-531-1,1.422,,,
TYC 3120-434-1,6.181,,,
TYC 3120-366-1,12.288,,,
TYC 3120-1421-1,1.877,,,
TYC 3120-1416-1,10.637,,,
TYC 3120-1361-1,8.93,,,
TYC 3120-1321-1,3.231,,,
TYC 3120-1312-1,10.154,,,
TYC 3120-1032-1,1.024,,,
TYC 3119-1304-1,1.616,,,
TYC 2666-873-1,1.35,,,
TYC 2666-593-1,1.017,,,
TYC 2666-407-1,2.687,,,
TYC 2666-394-1,9.923,,,
TYC 2666-234-1,12.518,,,
TYC 2666-1549-1,11.77,,,
TYC 2666-1468-1,1.51,,,
TYC 2652-253-1,1.674,,,
StKM 1-1681,18.808,,,
SPOCS 2447,4.732,,,
SPOCS 2385,14.171,,,
SPOCS 2356,6.608,,,
SPOCS 2339,11.532,,,
SPOCS 2323,10.25,,,
SPOCS 2276,2.113,,,
SPOCS 2266,3.125,,,
SPOCS 2265,5.401,,,
SPOCS 2230,9.318,,,
SPOCS 2207,10.64,,,
SPOCS 2197,9.122,,,
NOMAD1 1341-0386615,11.58,,,
NGC 6866 7,1.207,,,
NGC 6866 3,2.293,,,
NGC 6866 10,4.47,,,
LS III +44 3,2.211,,,
LS III +43 1,1.018,,,
LS II +39 2,3.726,,,
LP 230-39,17.957,,,
LAMOST J194928.72+400514.6,11.6,,,
KOI-99,25.84432014,,3.82207087,3.101903783
KOI-989,25.018,0.079,,
KOI-984,7.978,0.005,,
KOI-981,2.933024812,,0.327577486,2.313400227
KOI-969,11.677,0.011,,
KOI-93,11.71,,,
KOI-902,15.492,0.021,,
KOI-895,5.065,0.003,,
KOI-883,9.015,0.001,,
KOI-882,3.928,0,,
KOI-875,38.304,0.258,,
KOI-871,5.105,0.26,,
KOI-868,28.73,0.049,,
KOI-858,17.494,0.015,,
KOI-838,12.187,0.017,,
KOI-8232,10.036,,,
KOI-823,1.022,0,,
KOI-822,11.978,0.003,,
KOI-8180,6.776,,,
KOI-8122,1.815,,,
KOI-810,26.369,0.076,,
KOI-805,10.14,0.041,,
KOI-8037,1.21,,,
KOI-802,14.946,0.166,,
KOI-8,15.32467755,,0.102548352,0.09756487
KOI-797,15.265,0.04,,
KOI-7870,11.009,,,
KOI-7835,6.06,,,
KOI-7798,25.579,,,
KOI-777,11.81,0.009,,
KOI-774,10.38,0.014,,
KOI-771,31.89196139,,3.907149103,7.011311817
KOI-7645,6.604,,,
KOI-7638,12.187,,,
KOI-7636,15.98,,,
KOI-7628,6.612,,,
KOI-7617,20.211,,,
KOI-7616,3.383,,,
KOI-7610,10.783,,,
KOI-7608,7.457,,,
KOI-7605,17.231,,,
KOI-760,21.69265349,,1.967254394,2.056441274
KOI-7593,4.282,,,
KOI-7589,14.4,,,
KOI-7565,15.755,,,
KOI-7563,1.049,,,
KOI-7561,10.2,,,
KOI-7559,4.105,,,
KOI-7550,3.519,,,
KOI-753,6.884,0.004,,
KOI-7514,17.565,,,
KOI-7451,14.872,,,
KOI-7449,1.326,,,
KOI-7448,5.003,,,
KOI-7445,10.471,,,
KOI-7436,2.502,,,
KOI-7427,12.177,,,
KOI-7426,19.072,,,
KOI-7414,4.536,,,
KOI-7411,8.752,,,
KOI-7408,2.888,,,
KOI-7395,2.002,,,
KOI-7362,3.103,,,
KOI-7358,16.734,,,
KOI-7355,16.99,,,
KOI-735,27.521,0.07,,
KOI-7338,17.64,,,
KOI-7323,26.594,,,
KOI-728,19.508,0.041,,
KOI-7263,1.367,,,
KOI-7249,8.941,,,
KOI-7247,14.53,,,
KOI-7243,10.919,,,
KOI-7239,14.082,,,
KOI-7190,2.246,,,
KOI-7123,13.128,,,
KOI-712,27.74915249,,11.60857248,0.749523928
KOI-7095,3.255,,,
KOI-7061,1.56,,,
KOI-7060,10.9,,,
KOI-7057,1.163,,,
KOI-703,5.269723128,,0.166934322,0.168691106
KOI-6987,19.698,,,
KOI-6982,18.786,,,
KOI-6972,1.071,,,
KOI-6946,3.334,,,
KOI-6945,8.941,,,
KOI-6919,23.506,,,
KOI-6910,1.546,,,
KOI-6906,1.176,,,
KOI-6887,9.271,,,
KOI-6886,12.602,,,
KOI-6876,2.999,,,
KOI-686,18.79258361,,5.389039352,17.6343378
KOI-6847,13.107,,,
KOI-6840,9.318,,,
KOI-684,21.93253427,,3.436323301,2.973943116
KOI-682,30.09606156,,0.817332528,0.543689037
KOI-6810,12.408,,,
KOI-6766,10.895,,,
KOI-6755,6.001,,,
KOI-6720,2.476,,,
KOI-6708,16.315,,,
KOI-6701,10.809,,,
KOI-6697,10.868,,,
KOI-6691,23.096,,,
KOI-6686,11.09,,,
KOI-6649,1.718,,,
KOI-6635,5.172,,,
KOI-6634,3.366,,,
KOI-6605,5.727,,,
KOI-6595,2.154,,,
KOI-6592,11.804,,,
KOI-6582,8.105,,,
KOI-6577,8.915,,,
KOI-6572,16.118,,,
KOI-6542,1.329,,,
KOI-6527,1.883,,,
KOI-6499,1.795,,,
KOI-6485,1.817,,,
KOI-6444,16.844,,,
KOI-644,8.912302493,,0.042231775,0.044237316
KOI-6421,8.292,,,
KOI-6415,1.253,,,
KOI-64,2.230766704,,0.003507624,0.003505842
KOI-6374,5.332,,,
KOI-6368,11.867,,,
KOI-6365,2.336,,,
KOI-6354,1.412,,,
KOI-6336,17.522,,,
KOI-6335,7.296,,,
KOI-6314,6.805,,,
KOI-6276,18.71,,,
KOI-6257,2.327,,,
KOI-6249,1.605,,,
KOI-6242,11.742,,,
KOI-6240,9.073,,,
KOI-6237,7.135,,,
KOI-6220,3.503,,,
KOI-6195,1.441,,,
KOI-6188,1.643,,,
KOI-6185,5.955,,,
KOI-6182,15.049,,,
KOI-6180,5.535,,,
KOI-6176,2.026,,,
KOI-6175,1.264,,,
KOI-6168,2.75,,,
KOI-6160,5.485,,,
KOI-6149,10.044,,,
KOI-6148,10.011,,,
KOI-6136,3.872,,,
KOI-6127,3.2,,,
KOI-6118,1.652,,,
KOI-611,10.39561195,,4.950728135,0.279252349
KOI-6108,9.378,,,
KOI-607,13.147,0.118,,
KOI-6056,7.844,,,
KOI-6045,1.859,,,
KOI-6,22.76545397,,15.40089139,3.12355599
KOI-599,20.082,2.279,,
KOI-5988,1.834,,,
KOI-5966,14.31,,,
KOI-5955,14.878,,,
KOI-5952,9.979,,,
KOI-5936,11.318,,,
KOI-5918,16.27,,,
KOI-5901,11.91,,,
KOI-5888,16.70979938,,1.657151459,3.580339682
KOI-5877,18.85819822,,0.535345381,0.845157797
KOI-5872,8.486,,,
KOI-5871,15.314,,,
KOI-5863,9.23,,,
KOI-5855,18.34406971,,2.50211296,7.892516857
KOI-5841,1.607,,,
KOI-5837,23.5737649,,4.492249832,10.10124013
KOI-5828,5.767,,,
KOI-5825,15.812,,,
KOI-5790,14.0599689,,0.632794804,0.70161417
KOI-5779,15.41,,,
KOI-5764,16.15,,,
KOI-5759,6.702,,,
KOI-5702,12.637,,,
KOI-5701,12.992,,,
KOI-5691,5.01,,,
KOI-5633,1.835,,,
KOI-5626,19.98736383,,3.650744416,5.035634749
KOI-5607,12.932,,,
KOI-5595,22.114,,,
KOI-5588,13.354,,,
KOI-5574,22.245,,,
KOI-5567,46.42068315,,9.521165164,7.412815947
KOI-5555,22.165,,,
KOI-5546,2.770553962,,0.021420375,0.022792218
KOI-554,4.129,0.003,,
KOI-5535,24.934,,,
KOI-5518,15.494,,,
KOI-5490,9.406,,,
KOI-5486,1.257,,,
KOI-5484,2.928,,,
KOI-5423,11.65244126,,1.402688538,1.652278005
KOI-5419,23.628,,,
KOI-5408,9.156,,,
KOI-5402,21.725,,,
KOI-5399,12.861,,,
KOI-5392,2.914,,,
KOI-5363,20.377,,,
KOI-5361,9.373,,,
KOI-5344,2.114,,,
KOI-5341,3.103,,,
KOI-5337,12.494,,,
KOI-5311,11.552,,,
KOI-531,46.658,0.167,,
KOI-5305,8.489,,,
KOI-5299,7.655,,,
KOI-5292,11.26,,,
KOI-5278,17.99987618,,1.719035605,9.654183843
KOI-5269,19.87251078,,0.220248152,0.225265715
KOI-5264,4.899,,,
KOI-5255,3.668,,,
KOI-525,21.289,0.131,,
KOI-5246,13.571,,,
KOI-5241,22.86022707,,4.530673676,7.498827423
KOI-5232,19.423,,,
KOI-5203,22.915,,,
KOI-5198,24.61501354,,0.255760525,0.265343189
KOI-5183,9.75,,,
KOI-5169,10.156,,,
KOI-5168,5.004,,,
KOI-5162,21.846,,,
KOI-5159,10.01302458,,0.131007936,0.134941461
KOI-5135,17.67620314,,2.086766332,3.760989438
KOI-51,7.536,0.014,,
KOI-5096,1.61,,,
KOI-5094,9.264,,,
KOI-5085,12.97246295,,0.32376212,0.403347092
KOI-5080,5.966,,,
KOI-5064,2.853,,,
KOI-5041,3.706,,,
KOI-5039,18.69968295,,5.164057531,5.622057626
KOI-5031,15.056,,,
KOI-5018,18.72536924,,2.545403144,12.67321729
KOI-4992,14.719,,,
KOI-4978,23.95749644,,0.325730038,0.335046343
KOI-4961,33.4995119,,11.13301739,12.84855943
KOI-4956,8.882,,,
KOI-4941,1.128452705,,0.206048654,0.263235685
KOI-4907,16.80554411,,1.519653985,2.184234874
KOI-4887,19.52318466,,0.345416532,0.416899559
KOI-4881,16.00568183,,1.716683593,3.049563993
KOI-4864,27.74469429,,4.5134939,4.251738204
KOI-4863,9.372,,,
KOI-4855,11.935,,,
KOI-4850,17.33186745,,0.887391587,1.15452153
