Name,P_rot,P_rot_err,Prot_errm,Prot_errp
Kepler-551,16.064,0.01,,
Kepler-550,22.786,0.184,,
Kepler-55,13.736,0.002,,
Kepler-548,31.61,3.058,,
Kepler-545,13.80919998,,0.950049457,6.727782904
Kepler-544,24.18241866,,5.038889801,25.43700501
Kepler-542,19.35345632,,1.182160363,10.39966026
Kepler-541,23.23905522,,1.791714614,1.980667308
Kepler-540,51.39800651,,5.787610412,38.38538214
Kepler-54,34.891,0.081,,
Kepler-538,16.06164894,,1.88382273,4.902375895
Kepler-536,21.401894,,3.924855576,13.19103696
Kepler-534,13.112,2.336,,
Kepler-528,35.38635866,,0.654389745,0.754902324
Kepler-526,18.41666462,,7.065642603,3.843543923
Kepler-524,29.5514625,,2.89394882,2.845973521
Kepler-521,9.691515439,,2.679381929,14.01726755
Kepler-520,14.30978653,,0.175687498,0.203334495
Kepler-52,11.953,0.006,,
Kepler-517,18.7078947,,4.901647617,5.610708573
Kepler-516,5.494,0,,
Kepler-513,20.93830227,,6.43650291,19.25959721
Kepler-511,29.25550136,,3.890315132,2.433686784
Kepler-510,22.29167404,,3.103668685,6.080926008
Kepler-509,19.22051589,,1.369821954,1.957005166
Kepler-507,12.47727099,,0.23052646,0.285509323
Kepler-504,46.351,0.34,,
Kepler-503,12.647,0.04,,
Kepler-5,24.13974046,,4.380763262,12.3233074
Kepler-494,8.985,0.186,,
Kepler-493,3.054,0.001,,
Kepler-491,15.97278575,,1.877129533,2.375673973
Kepler-49,18.507,0.009,,
Kepler-487,28.77795042,,16.79177101,8.935692322
Kepler-485,21.20238922,,5.209332822,1.017792956
Kepler-483,5.826208742,,0.378589394,1.176602962
Kepler-482,23.40403453,,7.937447912,14.6617197
Kepler-48,38.34837241,,3.778857681,3.928767089
Kepler-479,16.512451,,1.703405818,3.080081003
Kepler-477,17.09428602,,0.600833172,0.893977722
Kepler-476,14.83978141,,1.054362163,0.861861696
Kepler-475,19.52219499,,6.026668735,8.145677877
Kepler-474,30.1582796,,10.75458462,10.37931108
Kepler-473,20.29412216,,1.571335881,1.946770205
Kepler-472,39.72376624,,4.232982911,4.810555196
Kepler-467,20.59905171,,1.965000179,2.585801997
Kepler-466,15.7279654,,0.454851784,0.565066934
Kepler-465,21.63437607,,2.607340762,3.019104208
Kepler-463,19.71897053,,2.72810892,4.446497892
Kepler-46,27.859,0.075,,
Kepler-458,15.01627452,,2.598029247,6.805277634
Kepler-454,27.37482084,,5.04798491,4.062847798
Kepler-45,15.805,0.002,,
Kepler-449,22.08637336,,2.336096302,2.793269306
Kepler-448,1.245,0.124,,
Kepler-443,16.82530722,,0.304525281,0.364543895
Kepler-440,17.496,,,
Kepler-439,19.00430845,,2.216882275,2.851337522
Kepler-436,16.005,0.004,,
Kepler-435,33.20293904,,7.34397532,8.523570079
Kepler-432,24.07378993,,3.395629408,4.111893703
Kepler-431,16.16196451,,1.499552767,4.67793182
Kepler-430,17.62125613,,0.992316694,3.863590259
Kepler-426,21.97686964,,3.305629262,10.83838855
Kepler-425,36.955,6.19,,
Kepler-424,15.09643713,,0.739363088,0.786278139
Kepler-423,22.047,0.121,,
Kepler-422,44.47544681,,11.97537783,29.28450853
Kepler-421,36.22309765,,7.108847905,6.117089157
Kepler-420,26.18461505,,5.921289923,15.72777387
Kepler-418,12.91180161,,1.763274428,8.231290057
Kepler-415,23.126,0.074,,
Kepler-412,17.343,1.751,,
Kepler-407,26.34302,,6.648330455,6.942037736
Kepler-406,18.37223447,,0.874765366,1.15896748
Kepler-403,20.79802169,,0.672693974,0.689116233
Kepler-401,14.70855331,,0.604297317,0.686916214
Kepler-4,25.31008698,,1.68578536,1.968450154
Kepler-399,25.90936004,,0.882808928,0.952162329
Kepler-398,30.289,0.056,,
Kepler-397,17.20860969,,1.244785395,1.263936442
Kepler-395,19.981,0.007,,
Kepler-394,21.12913064,,4.994974241,3.378340753
Kepler-393,19.05987293,,1.354200498,1.23023669
Kepler-392,25.72607312,,3.266418189,2.717835869
Kepler-391,21.12256449,,5.198030971,10.66307061
Kepler-390,25.2657512,,9.161448065,14.96918112
Kepler-39,4.464,0.013,,
Kepler-389,28.051,0.108,,
Kepler-388,32.426,0.315,,
Kepler-387,20.01730706,,1.535169296,1.776480958
Kepler-385,23.38146528,,3.956253969,5.132436112
Kepler-384,24.62669302,,2.219228548,2.400557309
Kepler-383,29.778,0.214,,
Kepler-382,41.39514861,,15.16864818,18.31269888
Kepler-381,10.24007764,,0.132316627,0.261886875
Kepler-380,22.01906538,,1.052856853,1.195539648
Kepler-379,17.04226452,,3.750712369,9.645104408
Kepler-378,38.637,0.75,,
Kepler-377,24.77590578,,3.681245746,4.308755618
Kepler-376,32.69507474,,11.46927955,3.267743236
Kepler-373,26.74201011,,12.04815883,6.560856108
Kepler-371,23.09297861,,2.80996604,3.504830682
Kepler-369,19.457,0.006,,
Kepler-368,20.92782352,,1.07705275,1.556002608
Kepler-364,12.0030308,,5.049594786,12.99746993
Kepler-363,17.11371657,,0.50836789,0.845383739
Kepler-361,10.04664455,,0.609952317,1.587893392
Kepler-36,20.23692452,,1.331196036,1.438976097
Kepler-358,21.723,0.047,,
Kepler-356,10.23892582,,0.225742864,0.279801508
Kepler-354,28.364,0.088,,
Kepler-353,32.402,0.028,,
Kepler-350,3.158,0.741,,
Kepler-349,7.799,0.001,,
Kepler-346,22.223,0.143,,
Kepler-345,13.019,0.012,,
Kepler-343,6.901937802,,2.996169435,0.46452356
Kepler-342,7.254010195,,0.203448495,0.265335935
Kepler-339,16.916,0.005,,
Kepler-338,27.80798303,,6.470736811,22.02641883
Kepler-337,6.202704985,,2.16854649,6.995678894
Kepler-335,13.77798084,,0.110771257,0.111847235
Kepler-333,24.23,0.039,,
Kepler-331,8.662,0.001,,
Kepler-33,21.99234757,,2.580826812,4.075866516
Kepler-327,25.09,4.406,,
Kepler-325,14.168,0.009,,
Kepler-324,13.88917064,,0.584791629,0.81437483
Kepler-323,21.30957517,,2.20764019,3.129361474
Kepler-320,26.68107371,,0.538249239,0.616867974
Kepler-32,36.22,0.256,,
Kepler-317,15.151,0.012,,
Kepler-315,20.39374004,,5.144430643,7.984974562
Kepler-313,19.30498469,,3.91878125,12.51606568
Kepler-311,22.4138734,,2.572905245,5.480133129
Kepler-31,9.164866695,,2.001193532,4.698203578
Kepler-307,25.892,0.44,,
Kepler-306,16.01058936,,1.081639658,1.285505221
Kepler-305,34.50233412,,14.4635794,0.580157691
Kepler-303,41.897,0.141,,
Kepler-302,13.63993651,,1.961279511,2.899773618
Kepler-299,64.39703293,,13.74057178,13.88976899
Kepler-297,23.74785671,,0.686541788,0.719782419
Kepler-296,35.856,0.056,,
Kepler-295,17.26014111,,2.566108408,4.385091296
Kepler-291,25.17937379,,3.692899256,3.316687114
Kepler-290,31.78489582,,16.6695767,0.436317215
Kepler-286,16.14801471,,1.184652058,7.22006306
Kepler-285,26.948,1.399,,
Kepler-283,18.167,0.045,,
Kepler-28,17.951,0.016,,
Kepler-277,24.66299923,,5.358287542,15.62036716
Kepler-275,11.4501919,,2.635769947,10.19049067
Kepler-272,13.81802617,,4.20726644,4.595630815
Kepler-271,21.63264473,,2.398770595,3.228177625
Kepler-270,11.06606831,,0.214992135,0.233376778
Kepler-269,16.74223056,,2.571520357,4.185630616
Kepler-268,11.38528368,,1.736474164,2.520720764
Kepler-267,21.627,0.215,,
Kepler-265,8.397145775,,0.373255066,1.050747627
Kepler-264,11.7128747,,0.372697117,0.418841924
Kepler-263,22.745,0.054,,
Kepler-26,17.918,0.005,,
Kepler-259,14.42771566,,2.77623585,4.95700899
Kepler-258,26.399,0.09,,
Kepler-256,14.92130711,,0.335045971,0.392890586
Kepler-252,11.055,0.003,,
Kepler-251,19.90790794,,4.74561186,10.70661415
Kepler-25,23.147,0.039,,
Kepler-249,36.422,0.336,,
Kepler-247,33.838,3.5,,
Kepler-244,37.20994203,,3.726623421,4.175034585
Kepler-241,37.595,0.342,,
Kepler-240,32.402,0.24,,
Kepler-239,24.03703372,,5.581102283,12.192856
Kepler-238,14.06600609,,1.382184513,4.288776102
Kepler-237,16.26531507,,4.4130621,8.700789932
Kepler-236,15.433,0.005,,
Kepler-235,38.562,0.099,,
Kepler-231,23.397,0.024,,
Kepler-230,18.85586824,,2.063249317,4.213144936
Kepler-23,9.112385194,,2.662412713,2.506262592
Kepler-227,24.924,2.799,,
Kepler-223,17.8206973,,7.111671322,11.59276024
Kepler-22,25.2153637,,0.342660644,0.327442944
Kepler-218,17.60802777,,3.944297943,5.496449807
Kepler-217,31.42020197,,6.515478245,4.935869223
Kepler-216,10.44639911,,0.18130399,0.185624601
Kepler-215,19.48760343,,1.741624915,1.167681314
Kepler-214,8.086081246,,0.743093646,1.154924237
Kepler-213,27.55280404,,4.691218588,4.75706754
Kepler-212,21.59894671,,0.266168828,0.300887038
Kepler-210,12.314,0.003,,
Kepler-209,27.26060599,,5.745451101,0.933329422
Kepler-208,11.24289248,,0.530310694,0.740504198
Kepler-206,31.14891959,,6.377485811,1.114529245
Kepler-202,16.16205574,,1.310085525,1.815676962
Kepler-201,10.40291837,,1.440197034,8.159950619
Kepler-20,27.91622961,,0.442644474,0.469988051
Kepler-198,15.369,0.01,,
Kepler-197,21.69931715,,1.955520275,2.973166147
Kepler-196,29.8914331,,11.32320566,1.642760144
Kepler-192,21.27614105,,8.252394632,11.44347165
Kepler-191,21.246,0.009,,
Kepler-19,20.23040668,,0.633363551,0.783153427
Kepler-189,35.70707505,,14.22652856,8.011048387
Kepler-188,33.08580483,,12.3173999,8.909553373
Kepler-187,19.24423662,,3.265953448,5.688581609
Kepler-186,34.404,0.075,,
Kepler-181,34.770133,,4.339374974,4.007506342
Kepler-18,16.40426249,,1.883073249,9.110733942
Kepler-179,16.52696056,,1.344998496,20.40002849
Kepler-176,34.16,0.075,,
Kepler-174,24.95209722,,3.182735862,2.830979924
Kepler-173,14.998,0.581,,
Kepler-170,18.07386145,,2.73898285,14.94547188
Kepler-1662,23.75429099,,8.879504077,10.40242405
Kepler-1657,29.81221852,,8.678143447,6.332833312
Kepler-1655,22.50461219,,4.190658331,7.963668982
Kepler-1651,18.184,0.133,,
Kepler-1650,34.4,0.172,,
Kepler-165,17.47036798,,1.088117514,9.237584834
Kepler-1646,3.503,,,
Kepler-1644,1.452,,,
Kepler-164,15.35,0.047,,
Kepler-1634,19.845,,,
Kepler-1629,7.594,,,
Kepler-1625,8.009167732,,2.835363479,2.380037353
Kepler-1623,10.064,,,
Kepler-1622,8.745060908,,0.125807921,0.135860922
Kepler-1620,40.22417604,,8.709473463,4.537191043
Kepler-1619,20.86282945,,6.792555013,4.347046573
Kepler-1618,11.4221219,,3.435884403,1.413566172
Kepler-1617,1.09707326,,0.20448322,1.134638834
Kepler-1616,9.686408481,,0.395233078,0.539722233
Kepler-1607,16.36584956,,0.226803749,0.250927467
Kepler-1605,18.72788247,,1.053254936,1.391285339
Kepler-1604,17.59345229,,1.821191318,9.415524334
Kepler-1602,11.84739411,,0.145355423,0.158664064
Kepler-1601,21.99386824,,4.46390083,0.702292942
Kepler-1600,18.73855384,,3.167931536,3.80460987
Kepler-160,23.32401255,,11.59778695,12.05813866
Kepler-1597,8.499525653,,1.294406422,1.690985442
Kepler-1595,11.667,,,
Kepler-1593,12.113,,,
Kepler-1590,38.10384152,,4.545016522,4.277010231
Kepler-159,10.466,0.004,,
Kepler-1587,23.44391718,,5.999493506,5.339278736
Kepler-1586,35.18796646,,5.138681618,3.027886718
Kepler-1583,16.00242214,,2.167471068,5.035030016
Kepler-1581,22.163345,,4.067947598,3.611961579
Kepler-1580,16.34323706,,0.268814543,0.271648029
Kepler-158,31.299,1.096,,
Kepler-1570,15.02436739,,0.970589596,3.246078891
Kepler-157,20.96321447,,2.308375985,4.122968132
Kepler-1569,9.200247981,,0.244790558,0.27917545
Kepler-1566,35.09871465,,0.543492252,0.476489474
Kepler-1563,46.12112643,,29.75938734,1.950850796
Kepler-1561,6.204,,,
Kepler-156,34.96178269,,9.748576646,3.354388387
Kepler-1559,31.92398272,,4.375390401,5.643285176
Kepler-1558,12.15541213,,0.038807149,0.038524817
Kepler-155,26.762,0.021,,
Kepler-1547,18.0268996,,7.342074023,3.740240506
Kepler-1544,26.38874284,,0.155924571,0.152601742
Kepler-1542,19.23444019,,4.291361241,4.928969185
Kepler-154,35.92254632,,3.526370016,3.515729275
Kepler-1539,19.331,,,
Kepler-1533,10.061223,,0.26976194,0.299316437
Kepler-1532,6.507,,,
Kepler-1531,20.80915353,,0.316093697,0.330873706
Kepler-153,30.27690023,,0.417676739,0.476750705
Kepler-1529,6.497,,,
Kepler-1526,18.403,,,
Kepler-1525,23.36737453,,7.182609327,5.795391317
Kepler-1524,10.081,,,
Kepler-1523,28.70510813,,0.662324089,0.636696356
Kepler-152,16.71978529,,1.413807453,1.598740898
Kepler-1518,2.439,,,
Kepler-1517,1.269,,,
Kepler-1515,7.157437472,,0.164236678,0.179966939
Kepler-1514,7.765192593,,0.456152333,0.511758881
Kepler-1513,43.66147084,,3.135697694,4.456187872
Kepler-1512,9.333065014,,0.03235306,0.031922348
Kepler-151,22.801,0.036,,
Kepler-1505,21.58553916,,3.090468273,14.81042738
Kepler-1501,10.92233143,,1.756132407,2.756277954
Kepler-15,23.48472672,,3.715390124,4.918067041
Kepler-1499,14.67908674,,0.05200355,0.053479334
Kepler-1490,18.225,,,
Kepler-149,18.83244529,,1.375614124,5.013879574
Kepler-1488,29.11820159,,0.337327501,0.355820961
Kepler-1485,18.47338174,,2.604960679,2.913402825
Kepler-1482,23.24016738,,0.200013256,0.205527769
Kepler-1481,9.204,,,
Kepler-1480,11.344,,,
Kepler-148,29.205,0.103,,
Kepler-1479,34.98382402,,5.069381651,7.719083709
Kepler-147,25.53692729,,3.165693084,3.122150238
Kepler-1467,6.557,,,
Kepler-1466,22.98260048,,2.715845722,6.434802626
Kepler-1464,31.10390972,,3.243042703,3.970318761
Kepler-1458,16.36981685,,0.10206493,0.107408014
Kepler-1457,17.37832797,,1.892011395,5.738420027
Kepler-1455,18.069,,,
Kepler-1451,7.87,,,
Kepler-145,23.22953838,,3.110791611,3.929186511
Kepler-1445,22.33216251,,0.302225533,0.325308882
Kepler-1444,12.97842954,,3.19736724,9.924524323
Kepler-1443,4.894843507,,1.124636184,2.885074746
Kepler-1442,5.381352505,,0.102586418,1.824562775
Kepler-1440,30.47720833,,6.18559233,13.92069715
Kepler-144,8.210000116,,0.11716995,0.124287115
Kepler-1439,32.785,6.015,,
Kepler-1435,6.492284084,,0.208773841,0.226286235
Kepler-1434,11.60869501,,0.215832365,0.232450631
Kepler-143,13.17227224,,4.174273796,17.12523949
Kepler-1423,28.856,0.385,,
Kepler-142,29.48173211,,0.406382252,0.402128819
Kepler-1415,22.17960017,,3.513797222,2.806603547
Kepler-1414,14.552,0.061,,
Kepler-1412,19.42421299,,1.90964653,3.044091387
Kepler-1409,13.69453361,,0.067342835,0.066344839
Kepler-1408,29.15473892,,3.667934122,4.297507226
Kepler-1405,13.899,0.06,,
Kepler-1404,28.268,0.323,,
Kepler-1400,27.588,0.167,,
Kepler-14,2.753139387,,0.03750944,0.040381669
Kepler-1398,19.99807128,,1.46573406,3.706673042
Kepler-1397,10.94884271,,4.228938997,23.02218697
Kepler-1394,19.25578501,,1.620442083,1.928252133
Kepler-1391,26.33493949,,0.303549439,0.34590989
Kepler-139,19.68477729,,3.197632833,11.19683007
Kepler-1388,23.907,0.066,,
Kepler-1385,21.12364432,,1.720419042,2.126998857
Kepler-1384,22.168,0.089,,
Kepler-1383,42.95751999,,8.955742473,9.719248851
Kepler-1382,28.34846293,,0.662401983,0.668479963
Kepler-1381,14.524,0.021,,
Kepler-138,19.394,0.013,,
Kepler-1378,20.386,0.171,,
Kepler-1376,26.453,0.082,,
Kepler-1374,11.642,0.018,,
Kepler-1373,13.22373285,,2.608491005,2.127258523
Kepler-1371,16.72885483,,2.399510972,3.903145397
Kepler-1370,8.201791665,,0.172030402,7.560462915
Kepler-137,20.5119224,,2.688634055,13.79142635
Kepler-1367,29.369,0.398,,
Kepler-1366,17.776,0.008,,
Kepler-1365,15.66093697,,1.633812753,4.802691849
Kepler-1363,18.183,0.043,,
Kepler-136,7.609950343,,0.158998219,0.173714602
Kepler-1359,25.343,0.082,,
Kepler-1355,20.12,0.018,,
Kepler-1351,31.447,3.906,,
Kepler-135,14.15494437,,3.177216839,6.136405251
Kepler-1349,17.39532211,,2.60467114,2.432327424
Kepler-1347,29.46010991,,13.1619099,13.19484868
Kepler-1346,21.309,1.958,,
Kepler-1345,21.18972681,,2.079932705,2.211320436
Kepler-1344,23.50665569,,4.428291385,0.79560046
Kepler-1342,25.386,3.175,,
Kepler-1341,44.549,5.433,,
Kepler-1340,12.95034088,,0.731790342,0.702320081
Kepler-1339,23.89735782,,2.68628293,6.68331675
Kepler-1338,39.16009357,,18.86730758,8.859358441
Kepler-1337,22.36,0.033,,
Kepler-1331,16.283,,,
Kepler-133,20.93340618,,4.894811704,11.32057086
Kepler-1329,24.094,0.027,,
Kepler-1328,31.68320055,,17.23002938,11.23723065
Kepler-1327,20.61275784,,1.970964084,2.407107784
Kepler-1323,18.78811617,,1.256130569,1.985738119
Kepler-1321,41.425,0.25,,
Kepler-1320,10.564,0.001,,
Kepler-132,10.54806449,,8.22452528,29.50782292
Kepler-1319,44.956,1.903,,
Kepler-1318,27.399,0.037,,
Kepler-1317,21.396,0.044,,
Kepler-1316,17.33692267,,2.130742301,3.716438317
Kepler-1311,29.46246835,,3.530453114,4.672296238
Kepler-1308,33.669,0.1,,
Kepler-1304,32.928,0.052,,
Kepler-1300,12.7115552,,0.136595848,0.144089739
Kepler-130,27.46652044,,12.78383119,9.464401133
Kepler-1295,16.526,0.022,,
Kepler-129,29.86639933,,9.05296306,0.672995658
Kepler-1281,25.127,0.024,,
Kepler-1280,10.70158849,,0.347439768,0.349399071
Kepler-128,20.70437529,,2.258327906,1.789318308
Kepler-1279,12.39390151,,0.143548163,0.148234832
Kepler-1278,21.97042146,,5.784774326,4.27633792
Kepler-1277,13.16514758,,0.636864443,1.087676879
Kepler-1275,7.65,0.005,,
Kepler-1273,17.32,0.015,,
Kepler-1271,11.39278979,,0.162119011,0.16143592
Kepler-1269,20.31382513,,5.350769356,1.629242689
Kepler-1266,16.99420578,,0.747404167,0.901082162
Kepler-1265,29.793,0.25,,
Kepler-1261,33.669,1.58,,
Kepler-126,7.333816952,,0.105877589,0.126130265
Kepler-1259,23.291,0.038,,
Kepler-1258,39.07199374,,38.12501097,23.44395207
Kepler-1256,6.854695587,,3.294934311,12.23360983
Kepler-1254,23.318,0.087,,
Kepler-1253,19.3955205,,6.01607273,11.49502973
Kepler-1251,25.196,0.878,,
Kepler-125,14.536,0.004,,
Kepler-1248,25.15789819,,2.515604691,3.74641241
Kepler-1245,25.766,0.447,,
Kepler-1244,3.19,0.188,,
Kepler-1242,28.943,4.107,,
Kepler-1241,19.226,0.021,,
Kepler-1240,23.61205066,,1.607208944,2.568741861
Kepler-124,1.099901407,,0.249760444,0.024300866
Kepler-1236,27.409,0.2,,
Kepler-1235,14.52543042,,0.893746293,1.443988754
Kepler-1232,21.81327848,,2.502324962,14.83018162
Kepler-123,10.38832715,,0.841388579,4.674367274
Kepler-1229,17.62,0.003,,
Kepler-1228,31.88499953,,5.55167198,5.855665689
Kepler-1227,20.42794932,,3.320567012,2.913766283
Kepler-1226,14.72816251,,0.391642677,0.41630793
Kepler-1221,23.306,0.114,,
Kepler-1220,15.346,0.006,,
Kepler-122,22.16054749,,2.83315225,4.469568002
Kepler-1218,8.164698011,,0.620223728,3.347549919
Kepler-1215,23.609,0.925,,
Kepler-1214,36.373,4.218,,
Kepler-1213,19.56736362,,1.520811559,2.080207223
Kepler-1211,12.87639164,,4.047364775,8.86055226
Kepler-1209,9.394368039,,0.194239723,0.236296334
Kepler-1207,17.011,0.459,,
Kepler-1206,18.467,0.004,,
Kepler-1205,10.909,0.003,,
Kepler-1202,20.532,3.037,,
Kepler-12,29.58626173,,5.858291004,12.96333494
Kepler-1199,20.49487954,,1.68088139,2.553068154
Kepler-1197,18.057,0.013,,
Kepler-1194,18.69064215,,2.010218963,3.127254813
Kepler-1193,20.12597591,,3.820323106,8.19688613
Kepler-1190,15.605,0.01,,
Kepler-1187,12.757,0.013,,
Kepler-1185,12.734,0.004,,
Kepler-1181,2.444,0.091,,
Kepler-118,27.678,0.035,,
Kepler-1178,18.165,0.025,,
Kepler-1173,42.55087065,,6.72197244,8.271374236
Kepler-1170,31.273,4.325,,
Kepler-117,10.9336106,,0.22526159,0.241334767
Kepler-1167,28.078,0.172,,
Kepler-1163,17.77080872,,0.989811754,2.389186175
Kepler-116,8.834753042,,0.240869659,0.26930417
Kepler-1158,22.58394044,,1.59154094,1.898290442
Kepler-1156,15.99209184,,2.525230559,3.615079767
Kepler-1153,16.185,0.027,,
Kepler-1152,14.939,0.004,,
Kepler-1150,15.844,0.022,,
Kepler-115,13.82956573,,0.175898115,0.161807882
Kepler-1148,17.019,0.017,,
Kepler-1146,34.465,1.386,,
Kepler-1143,23.389,0.053,,
Kepler-1141,22.18402266,,0.32652835,0.329579037
Kepler-114,34.549,0.12,,
Kepler-1138,24.882,0.438,,
Kepler-1136,30.821,1.655,,
Kepler-1133,27.964,0.484,,
Kepler-1132,24.665,0.17,,
Kepler-1131,11.222,0.021,,
Kepler-113,26.86277416,,3.258307167,3.431531046
Kepler-1129,10.658,0.024,,
Kepler-1128,19.873,0.106,,
Kepler-1124,28.464,0.088,,
Kepler-1120,29.354,0.014,,
Kepler-112,15.62454443,,2.585340785,8.639135828
Kepler-1117,15.47389985,,0.439185352,0.575760581
Kepler-1114,23.92409237,,7.496530747,12.03441996
Kepler-1111,19.244,3.149,,
Kepler-1108,17.892,0.008,,
Kepler-1105,13.483,0.002,,
Kepler-1100,16.53396738,,0.210122355,0.219880344
Kepler-110,36.55500544,,4.357447969,3.995419642
Kepler-11,21.07422812,,2.719612129,8.264686391
Kepler-1099,21.901,2.111,,
Kepler-1096,14.251,0.006,,
Kepler-1093,20.87772261,,6.620925892,4.133264809
Kepler-1091,14.776,0.049,,
Kepler-1090,19.374,0.369,,
Kepler-109,26.41946338,,2.992908721,3.222890737
Kepler-1089,36.421,0.051,,
Kepler-1087,33.05862014,,4.346610168,5.237860329
Kepler-1086,12.72,0.002,,
Kepler-1084,8.513,1.079,,
Kepler-1082,20.45440649,,1.950035123,1.917059825
Kepler-1081,32.85650385,,0.831072334,0.663488069
Kepler-108,35.04439188,,9.443332641,9.000559836
Kepler-1075,21.968,0.15,,
Kepler-1074,30.114,0.02,,
Kepler-1072,15.69524519,,0.810989887,0.506783822
Kepler-107,22.3537777,,2.180377951,4.176197103
Kepler-1069,13.84874621,,6.538126984,6.233554856
Kepler-1065,10.577,0.005,,
Kepler-1064,15.7871011,,0.760034775,0.890540383
Kepler-1062,15.786,0.025,,
Kepler-106,22.50717304,,2.595477742,5.063533251
Kepler-1059,19.167,0.021,,
Kepler-1057,13.602,0.013,,
Kepler-1054,19.69013945,,0.247453001,0.267634773
Kepler-1053,14.9,0.016,,
Kepler-1052,13.24,0.038,,
Kepler-1051,7.116868179,,0.214723258,0.181388355
Kepler-1049,28.753,0.041,,
Kepler-1048,16.002,0.014,,
Kepler-1047,22.36733531,,3.071525309,5.308577739
Kepler-1045,21.47,0.197,,
Kepler-1044,14.776,0.224,,
Kepler-1042,20.324,0.021,,
Kepler-104,18.03147417,,2.500651458,14.14403178
Kepler-1039,34.921,6.985,,
Kepler-1037,12.006,,,
Kepler-1032,12.969,0.002,,
Kepler-1031,20.981,0.465,,
Kepler-1030,25.657,0.197,,
Kepler-103,21.65708642,,0.440902098,0.439369079
Kepler-1026,25.656,0.036,,
Kepler-1025,13.81664393,,1.494805817,2.107159139
Kepler-1022,18.75,0.015,,
Kepler-1021,14.621,0.018,,
Kepler-1019,22.829,0.026,,
Kepler-1015,5.828511861,,0.113788147,0.128529002
Kepler-1014,26.377,0.027,,
Kepler-1013,12.772,0.046,,
Kepler-1011,17.263,0.037,,
Kepler-1010,34.145,4.058,,
Kepler-101,21.77661126,,2.605489484,3.878644827
Kepler-1009,18.181,0.006,,
Kepler-1007,18.133,0.02,,
Kepler-1005,14.22704559,,0.31840316,0.395385724
Kepler-1004,42.79658977,,19.43175869,15.68944175
Kepler-1000,7.667962588,,0.143601527,0.124713767
Kepler-10,48.55730332,,10.63405299,1.93528806
Kepler-1,24.84872928,,5.996906493,23.24000271
HIP 98797,1.917,,,
HD 234990,1.444,,,
HD 234984,3.353,,,
HD 234853,1.314,,,
HD 234824,1.17,,,
HD 226948,1.35,,,
HD 226809,1.168,,,
HD 226807,8.332,,,
HD 226795,1.701,,,
HD 226725,1.912,,,
HD 226699,5.17,,,
HD 226682,5.477,,,
HD 226669,3.113,,,
HD 226556,2.259,,,
HD 226528,2.327,,,
HD 226447,1.755,,,
HD 226421,9.623,,,
HD 226325,6.209,,,
HD 226296,7.657,,,
HD 226254,9.167,,,
HD 226196,7.193,,,
HD 226195,3.938,,,
HD 226085,1.083,,,
HD 225949,7.094,,,
HD 225948,5.749,,,
HD 225914,5.205,,,
HD 225905,3.975,,,
HD 225843,3.96,,,
HD 225827,11.322,,,
HD 225728,1.843,,,
HD 225712,1.948,,,
HD 225677,6.941,,,
HD 225660,2.469,,,
HD 225543,3.732,,,
HD 225527,1.377,,,
HD 225479,1.408,,,
HD 225447,2.418,,,
HD 225391,4.76,,,
HD 190655,5.007179192,,0.197891012,0.838158102
HD 190294,2.912,,,
HD 189637,1.857,,,
HD 189314,1.199,,,
HD 189210,2.851,,,
HD 189177,9.884,,,
HD 188968,2.361,,,
HD 188910,2.439,,,
HD 188713,1.117,,,
HD 188283,5.617,,,
HD 188101,3.991,,,
HD 187341,5.504,,,
HD 187160,17.542,,,
HD 187035,1.155,,,
HD 186428,6.982,,,
HD 186254,7.575,,,
HD 186221,3.781,,,
HD 185374,17.76200897,,0.438235085,0.597012255
HD 184333,4.262,,,
HD 183254,2.909,,,
HD 183078,1.535,,,
HD 183054,9.695,,,
HD 182757,2.365,,,
HD 182691,1.513,,,
HD 181779,2.94,,,
HD 181598,7.948,,,
HD 181436,1.191,,,
HD 181252,2.427,,,
HD 180966,1.448,,,
HD 180888,5.642,,,
HD 180657,1.519,,,
HD 180347,2.051,,,
HD 177278,10.637,,,
HD 176153,14.646,,,
HD 173978,3.44,,,
GPM 283.314796+45.580274,7.815,,,
GPM 281.785671+46.426101,15.837,,,
Cl* NGC 6811 SAN 51,1.019,,,
Cl* NGC 6811 SAN 46,3.927,,,
Cl* NGC 6811 SAN 225,1.001,,,
Cl* NGC 6811 SAN 188,1.459,,,
Cl* NGC 6811 SAN 172,1.018,,,
Cl* NGC 6811 SAN 137,1.214,,,
Cl* NGC 6811 SAN 103,10.957,,,
Cl* NGC 6791 SBG 10684,2.081,,,
Cl* NGC 6791 KR V55,10.919,,,
BOKS 53858,13.505,,,
BOKS 51757,21.298,,,
BOKS 51367,13.934,,,
BOKS 45769,15.466,,,
BOKS 45264,5.602,,,
BOKS 45108,13.944,,,
BOKS 44866,17.147,,,
BOKS 44452,8.286,,,
BOKS 43828,15.293,,,
BOKS 40179,8.67,,,
