Name,vsini,e_vsini,prot,e_prot,e_prot(L),e_prot(U)
KOI-4663,3.6,1,,,,
KOI-466,6,1,,,,
KOI-4659,1.3,1,,,,
KOI-4657,0.5,1,,,,
KOI-4653,7.5,1,,,,
KOI-4651,2.7,1,,,,
KOI-465,3.9,1,,,,
KOI-4647,3,1,,,,
KOI-4634,3.2,1,,,,
KOI-4633,5.9,1,,,,
KOI-4614,5.7,1,,,,
KOI-4613,0.8,1,,,,
KOI-4605,4.4,1,,,,
KOI-4603,8.1,1,,,,
KOI-4601,8,1,,,,
KOI-4588,7.3,1,,,,
KOI-4582,2.1,1,,,,
KOI-4581,2.1,1,,,,
KOI-4580,2,1,,,,
KOI-4575,5.8,1,,,,
KOI-4567,10.5,1,,,,
KOI-4557,3.8,1,,,,
KOI-4556,3.5,1,,,,
KOI-4546,3.4,1,,,,
KOI-4535,134,93,,,,
KOI-4505,5.7,1,,,,
KOI-4482,6.5,1,,,,
KOI-4480,1.4,1,,,,
KOI-4469,1.9,1,,,,
KOI-4457,7.5,1,,,,
KOI-4443,9.6,1,,,,
KOI-4435,8.8,1,,,,
KOI-4431,9.7,1,,,,
KOI-4430,2.2,1,,,,
KOI-4426,7.6,1,,,,
KOI-4423,9.2,1,,,,
KOI-4421,5.2,1,,,,
KOI-4418,1.2,1,,,,
KOI-4409,3.8,1,,,,
KOI-4407,7.5,1,,,,
KOI-4399,1.8,1,,,,
KOI-4368,4,1,,,,
KOI-4367,7.7,1,,,,
KOI-4366,0.4,1,,,,
KOI-4343,3.5,1,,,,
KOI-4341,173,111,,,,
KOI-4329,7.9,1,,,,
KOI-4323,11,1,,,,
KOI-4318,18.1,1,,,,
KOI-4302,5.5,1,,,,
KOI-4298,2.9,1,,,,
KOI-4296,0.9,1,,,,
KOI-4287,8.3,1,,,,
KOI-4273,5.7,1,,,,
KOI-4269,2.6,1,,,,
KOI-4257,3,1,,,,
KOI-4251,1.8,1,,,,
KOI-4245,5.9,1,,,,
KOI-4235,13.6,1,,,,
KOI-4226,4.9,1,,,,
KOI-4198,5.8,1,,,,
KOI-4188,4.2,1,,,,
KOI-4187,173,108,,,,
KOI-4184,5,1,,,,
KOI-4157,10.2,1,,,,
KOI-4156,3.4,1,,,,
KOI-415,1,1,,,,
KOI-4144,3.1,1,,,,
KOI-4136,3.1,1,,,,
KOI-4129,1.7,1,,,,
KOI-4123,4,1,,,,
KOI-4109,2.5,1,,,,
KOI-4098,3.3,1,,,,
KOI-4070,1.9,1,,,,
KOI-4067,3.8,1,,,,
KOI-4066,12.7,1,,,,
KOI-4062,4.3,1,,,,
KOI-4060,3.2,1,,,,
KOI-4054,1.7,1,,,,
KOI-4053,4.4,1,,,,
KOI-4037,7.3,1,,,,
KOI-403,10.1,1,,,,
KOI-4022,6.8,1,,,,
KOI-4021,19.1,1,,,,
KOI-4018,1.8,1,,,,
KOI-4014,3.5,1,,,,
KOI-4011,3.8,1,,,,
KOI-4004,6.9,1,,,,
KOI-4002,2.9,1,,,,
KOI-3991,6.6,1,,,,
KOI-399,6.4,1,,,,
KOI-3980,2,1,,,,
KOI-3943,7.8,1,,,,
KOI-3936,5.8,1,,,,
KOI-3913,2.9,1,,,,
KOI-3908,4.3,1,,,,
KOI-3907,18.4,1,,,,
KOI-3891,2.7,1,,,,
KOI-3890,3.3,1,,,,
KOI-3889,1.7,1,,,,
KOI-3880,14.3,1,,,,
KOI-388,3.9,1,,,,
KOI-3876,9.9,1,,,,
KOI-3871,3.3,1,,,,
KOI-3864,4.4,1,,,,
KOI-3853,3.7,1,,,,
KOI-3840,130,62,,,,
KOI-3823,1.5,1,,,,
KOI-3818,157,124,,,,
KOI-3811,4.4,1,,,,
KOI-3801,2.9,1,,,,
KOI-379,7.5,1,,,,
KOI-3787,1.1,1,,,,
KOI-3780,8.4,1,,,,
KOI-3770,6.3,1,,,,
KOI-375,2.7,1,,,,
KOI-373,1.3,1,,,,
KOI-3726,15,1,,,,
KOI-371,2.3,1,,,,
KOI-3689,4,1,,,,
KOI-3658,156,117,,,,
KOI-3641,3.3,1,,,,
KOI-364,0.7,1,,,,
KOI-3608,2.1,1,,,,
KOI-360,2.9,1,,,,
KOI-3560,205,17,,,,
KOI-3541,6.6,1,,,,
KOI-3503,1.9,1,,,,
KOI-3500,6.9,1,,,,
KOI-350,1.4,1,,,,
KOI-349,4.2,1,,,,
KOI-3474,4.8,1,,,,
KOI-3473,5.3,1,,,,
KOI-3451,3.1,1,,,,
KOI-3425,6.4,1,,,,
KOI-3422,5.2,1,,,,
KOI-3421,7.8,1,,,,
KOI-3419,4.5,1,,,,
KOI-340,7.1,1,,,,
KOI-3382,0.9,1,,,,
KOI-3378,0,1,,,,
KOI-3358,2.6,1,,,,
KOI-3340,6.5,1,,,,
KOI-3338,2.1,1,,,,
KOI-3310,0.3,1,,,,
KOI-3301,2.9,1,,,,
KOI-3283,3.4,1,,,,
KOI-328,2.3,1,,,,
KOI-3278,3.6,1,,,,
KOI-3254,2.7,1,,,,
KOI-3251,3.8,1,,,,
KOI-3249,4.1,1,,,,
KOI-3248,1.6,1,,,,
KOI-3244,3.9,1,,,,
KOI-3240,5.4,1,,,,
KOI-3239,5.7,1,,,,
KOI-3236,13.4,1,,,,
KOI-3233,1.7,1,,,,
KOI-3232,3.8,1,,,,
KOI-3227,3.1,1,,,,
KOI-3225,2.3,1,,,,
KOI-3224,2.6,1,,,,
KOI-3218,3.9,1,,,,
KOI-3215,2.2,1,,,,
KOI-3214,5,1,,,,
KOI-3208,2.5,1,,,,
KOI-3203,16.3,1,,,,
KOI-3202,3.2,1,,,,
KOI-3201,0.9,1,,,,
KOI-3198,156,145,,,,
KOI-3197,7.4,1,,,,
KOI-3196,3.7,1,,,,
KOI-3195,3.6,1,,,,
KOI-3194,6.9,1,,,,
KOI-3190,1.5,1,,,,
KOI-319,5.3,1,,,,
KOI-3184,4.1,1,,,,
KOI-3180,4.9,1,,,,
KOI-3179,2.3,1,,,,
KOI-3172,6.4,1,,,,
KOI-3168,2.7,1,,,,
KOI-3167,3.4,1,,,,
KOI-3165,7.9,1,,,,
KOI-315,1.8,1,,,,
KOI-3132,12,1,,,,
KOI-3130,1.6,1,,,,
KOI-3128,5.3,1,,,,
KOI-3117,1.8,1,,,,
KOI-3114,8.7,1,,,,
KOI-3111,2.6,1,,,,
KOI-3103,3.4,1,,,,
KOI-3100,3,1,,,,
KOI-3087,0.9,1,,,,
KOI-3086,0.8,1,,,,
KOI-3083,2.3,1,,,,
KOI-308,10,1,,,,
KOI-3075,0.1,1,,,,
KOI-3065,2.8,1,,,,
KOI-3052,3.4,1,,,,
KOI-3046,2.5,1,,,,
KOI-3023,6.9,1,,,,
KOI-3021,2.9,1,,,,
KOI-3017,0.7,1,,,,
KOI-3012,1.5,1,,,,
KOI-2984,6.3,1,,,,
KOI-2979,1.9,1,,,,
KOI-2974,13.2,1,,,,
KOI-2971,14.9,1,,,,
KOI-2969,5.2,1,,,,
KOI-2968,7.4,1,,,,
KOI-2960,3,1,,,,
KOI-2949,2.8,1,,,,
KOI-2925,1.4,1,,,,
KOI-2916,1.8,1,,,,
KOI-2915,0.8,1,,,,
KOI-2896,14.9,1,,,,
KOI-2891,5.7,1,,,,
KOI-2885,1.8,1,,,,
KOI-2884,3.5,1,,,,
KOI-288,7.9,1,,,,
KOI-2879,1.8,1,,,,
KOI-2875,2.1,1,,,,
KOI-2874,1.5,1,,,,
KOI-2863,0.7,1,,,,
KOI-286,167,110,,,,
KOI-2848,2.8,1,,,,
KOI-2841,0.8,1,,,,
KOI-2840,1.8,1,,,,
KOI-2833,5,1,,,,
KOI-2831,4.5,1,,,,
KOI-2829,3.4,1,,,,
KOI-2815,1.9,1,,,,
KOI-2807,13.8,1,,,,
KOI-2803,2.7,1,,,,
KOI-2801,3.6,1,,,,
KOI-2796,1.8,1,,,,
KOI-2781,1.4,1,,,,
KOI-2771,4.2,1,,,,
KOI-2769,2.8,1,,,,
KOI-2765,3.4,1,,,,
KOI-2763,2.9,1,,,,
KOI-2758,4,1,,,,
KOI-2755,2.2,1,,,,
KOI-2752,7.6,1,,,,
KOI-2750,88.6,1,,,,
KOI-2749,9.5,1,,,,
KOI-2741,0.8,1,,,,
KOI-2740,6.8,1,,,,
KOI-2737,2.3,1,,,,
KOI-2733,3.7,1,,,,
KOI-2723,131,119,,,,
KOI-2720,2.6,1,,,,
KOI-2712,13.2,1,,,,
KOI-2690,3.7,1,,,,
KOI-269,11.8,1,,,,
KOI-2687,2.3,1,,,,
KOI-2686,2.6,1,,,,
KOI-268,8.5,1,,,,
KOI-2677,6.6,1,,,,
KOI-2676,4.6,1,,,,
KOI-2659,2.9,1,,,,
KOI-2657,0.8,1,,,,
KOI-2641,2.9,1,,,,
KOI-2640,3.6,1,,,,
KOI-2639,2.5,1,,,,
KOI-2636,3,1,,,,
KOI-2631,2.2,1,,,,
KOI-263,0.8,1,,,,
KOI-2612,2.4,1,,,,
KOI-2607,3.1,1,,,,
KOI-2603,9.7,1,,,,
KOI-2590,10.2,1,,,,
KOI-2583,0.4,1,,,,
KOI-2582,3.5,1,,,,
KOI-2581,2.1,1,,,,
KOI-2571,6.1,1,,,,
KOI-2559,2.7,1,,,,
KOI-2547,2.2,1,,,,
KOI-2538,6.5,1,,,,
KOI-2522,2.5,1,,,,
KOI-2516,2.6,1,,,,
KOI-2503,2.1,1,,,,
KOI-2490,126,37,,,,
KOI-2486,5.8,1,,,,
KOI-2481,4.1,1,,,,
KOI-2479,2.9,1,,,,
KOI-2474,2,1,,,,
KOI-2470,3,1,,,,
KOI-2469,1.7,1,,,,
KOI-2462,5.7,1,,,,
KOI-2441,294,95,,,,
KOI-2410,1,1,,,,
KOI-2396,1.4,1,,,,
KOI-2393,1.1,1,,,,
KOI-2370,19.1,1,,,,
KOI-2367,6.3,1,,,,
KOI-2358,13.6,1,,,,
KOI-2357,1.2,1,,,,
KOI-2351,326,83,,,,
KOI-2332,2.3,1,,,,
KOI-2319,4.7,1,,,,
KOI-2312,6.5,1,,,,
KOI-2295,4.1,1,,,,
KOI-2290,1.7,1,,,,
KOI-2277,263,115,,,,
KOI-2250,2.8,1,,,,
KOI-2248,2.9,1,,,,
KOI-2219,1.7,1,,,,
KOI-2201,7.4,1,,,,
KOI-2188,0,1,,,,
KOI-2159,2.4,1,,,,
KOI-2158,1.8,1,,,,
KOI-2120,2.7,1,,,,
KOI-211,3.7,1,,,,
KOI-2093,3.4,1,,,,
KOI-2084,223,86,,,,
KOI-2083,5.6,1,,,,
KOI-2082,3.9,1,,,,
KOI-2081,2.8,1,,,,
KOI-2043,2.4,1,,,,
KOI-2040,1.3,1,,,,
KOI-2037,4,1,,,,
KOI-2009,1.3,1,,,,
KOI-2001,3.1,1,,,,
KOI-1985,2.7,1,,,,
KOI-1984,4.2,1,,,,
KOI-1964,2.4,1,,,,
KOI-1963,4.6,1,,,,
KOI-1962,4.6,1,,,,
KOI-1947,3.1,1,,,,
KOI-1944,3.2,1,,,,
KOI-193,303.4,1,,,,
KOI-1928,2.9,1,,,,
KOI-1917,3.2,1,,,,
KOI-1901,4.4,1,,,,
KOI-1897,2.2,1,,,,
KOI-1878,6.9,1,,,,
KOI-1871,3.1,1,,,,
KOI-1864,2.1,1,,,,
KOI-1863,4.7,1,,,,
KOI-1857,2.8,1,,,,
KOI-1856,1.9,1,,,,
KOI-1827,232,24,,,,
KOI-1822,4.5,1,,,,
KOI-1812,2.4,1,,,,
KOI-1808,6.7,1,,,,
KOI-1803,2.8,1,,,,
KOI-1796,4.3,1,,,,
KOI-177,1.9,1,,,,
KOI-1754,6.9,1,,,,
KOI-1739,2.6,1,,,,
KOI-1715,1.1,1,,,,
KOI-1666,14.2,1,,,,
KOI-1639,5.9,1,,,,
KOI-1623,2.1,1,,,,
KOI-1619,2.7,1,,,,
KOI-1590,2.9,1,,,,
KOI-1546,4.9,1,,,,
KOI-1537,6.2,1,,,,
KOI-1483,1.9,1,,,,
KOI-1477,2.4,1,,,,
KOI-1466,2.8,1,,,,
KOI-1463,10.3,1,,,,
KOI-145,2.4,1,,,,
KOI-1431,0.3,1,,,,
KOI-1421,2.2,1,,,,
KOI-1411,2.6,1,,,,
KOI-141,3,1,,,,
KOI-1378,2.2,1,,,,
KOI-1375,8.8,1,,,,
KOI-1359,0.2,1,,,,
KOI-1356,3.6,1,,,,
KOI-134,11.1,1,,,,
KOI-1316,3.9,1,,,,
KOI-1315,4.7,1,,,,
KOI-1311,2.2,1,,,,
KOI-1276,1.4,1,,,,
KOI-1271,6.9,1,,,,
KOI-1242,5.5,1,,,,
KOI-1239,1.5,1,,,,
KOI-1230,3.9,1,,,,
KOI-1222,3.1,1,,,,
KOI-1209,1.5,1,,,,
KOI-1208,8.1,1,,,,
KOI-1206,5.3,1,,,,
KOI-1169,0.2,1,,,,
KOI-1168,6.4,1,,,,
KOI-1145,4.1,1,,,,
KOI-113,2.3,1,,,,
KOI-1126,1.4,1,,,,
KOI-1120,4.8,1,,,,
KOI-1118,3.5,1,,,,
KOI-1054,5.5,1,,,,
KOI-1046,162,120,,,,
KOI-1032,3.2,1,,,,
KOI-103,0.2,1,,,,
KOI-102,1.7,1,,,,
KOI-1019,2.1,1,,,,
KOI-1010,7.5,1,,,,
KIC 9992055,124,38,,,,
KIC 9982099,259,44,,,,
KIC 9981936,255,33,,,,
KIC 9978281,177,66,,,,
KIC 9978126,310,62,,,,
KIC 9977175,230,79,,,,
KIC 9977134,217,30,,,,
KIC 9976399,122,51,,,,
KIC 9975417,199,27,,,,
KIC 9975250,162,38,,,,
KIC 9973559,222,34,,,,
KIC 9973482,265,25,,,,
KIC 9972529,288,64,,,,
KIC 9970316,149,65,,,,
KIC 9965300,252,28,,,,
KIC 9964456,230,27,,,,
KIC 9963465,166,84,,,,
KIC 9962315,213,31,,,,
KIC 9960241,176,30,,,,
KIC 9947924,193,28,,,,
KIC 9943441,216,36,,,,
KIC 9934052,126,29,,,,
KIC 9923456,125,85,,,,
KIC 9922167,251,44,,,,
KIC 9918692,307,30,,,,
KIC 9918022,177,38,,,,
KIC 9917945,124,111,,,,
KIC 9917769,193,46,,,,
KIC 9917373,221,54,,,,
KIC 9917229,207,48,,,,
KIC 9916098,211,39,,,,
KIC 9915698,155,112,,,,
KIC 9913249,239,38,,,,
KIC 9913134,211,35,,,,
KIC 9912977,148,38,,,,
KIC 9912588,242,35,,,,
KIC 9906689,231,36,,,,
KIC 9905724,242,48,,,,
KIC 9905074,227,57,,,,
KIC 9904834,203,33,,,,
KIC 9904611,219,41,,,,
KIC 9901944,190,52,,,,
KIC 9901049,311,64,,,,
KIC 9900906,185,35,,,,
KIC 9900881,147,40,,,,
KIC 9900577,248,50,,,,
KIC 9900165,208,20,,,,
KIC 9895959,357,55,,,,
KIC 9895543,216,48,,,,
KIC 9865645,237,25,,,,
KIC 9864268,139,78,,,,
KIC 9864223,133,25,,,,
KIC 9863536,205,65,,,,
KIC 9861669,222,38,,,,
KIC 9860374,233,24,,,,
KIC 9860031,223,15,,,,
KIC 9858492,227,45,,,,
KIC 9857195,140,107,,,,
KIC 9856899,214,29,,,,
KIC 9854230,243,46,,,,
KIC 9853554,373,16,,,,
KIC 9853406,250,43,,,,
KIC 9853377,329,36,,,,
KIC 9845679,222,43,,,,
KIC 9844826,228,27,,,,
KIC 9844549,193,41,,,,
KIC 9840159,232,41,,,,
KIC 9839793,224,21,,,,
KIC 9838496,169,34,,,,
KIC 9819606,126,105,,,,
KIC 9805099,243,32,,,,
KIC 9803716,204,37,,,,
KIC 9803660,201,29,,,,
KIC 9803501,222,45,,,,
KIC 9802890,209,22,,,,
KIC 9802740,219,14,,,,
KIC 9802288,226,31,,,,
KIC 9801564,151,104,,,,
KIC 9800561,209,25,,,,
KIC 9799555,214,61,,,,
KIC 9798446,191,60,,,,
KIC 9797827,208,32,,,,
KIC 9796208,235,54,,,,
KIC 9792746,245,36,,,,
KIC 9792471,270,79,,,,
KIC 9792196,243,76,,,,
KIC 9791475,213,19,,,,
KIC 9788608,202,33,,,,
KIC 9787117,248,39,,,,
KIC 9785464,226,27,,,,
KIC 9776427,175,32,,,,
KIC 9772642,373,21,,,,
KIC 9771091,132,83,,,,
KIC 9744623,193,38,,,,
KIC 9744038,166,34,,,,
KIC 9741792,136,87,,,,
KIC 9741312,205,35,,,,
KIC 9739213,225,52,,,,
KIC 9738541,175,94,,,,
KIC 9738270,231,53,,,,
KIC 9732706,319,46,,,,
KIC 9731693,247,37,,,,
KIC 9728711,235,23,,,,
KIC 9725524,234,31,,,,
KIC 9725103,213,29,,,,
KIC 9724797,236,35,,,,
KIC 9724784,214,15,,,,
KIC 9724764,218,37,,,,
KIC 9723418,222,44,,,,
KIC 9722542,262,30,,,,
KIC 9720626,205,55,,,,
KIC 9720320,225,27,,,,
KIC 9719512,219,26,,,,
KIC 9715090,125,104,,,,
KIC 9714633,147,96,,,,
KIC 9708239,210,91,,,,
KIC 9700145,135,45,,,,
KIC 9684093,232,23,,,,
KIC 9683601,199,45,,,,
KIC 9679987,248,61,,,,
KIC 9679497,182,46,,,,
KIC 9678902,235,15,,,,
KIC 9678410,241,35,,,,
KIC 9677487,251,34,,,,
KIC 9677402,224,70,,,,
KIC 9676721,221,22,,,,
KIC 9676177,214,46,,,,
KIC 9675895,237,48,,,,
KIC 9672355,258,68,,,,
KIC 9670919,210,38,,,,
KIC 9670373,156,42,,,,
KIC 9668389,255,60,,,,
KIC 9667955,227,41,,,,
KIC 9667162,140,34,,,,
KIC 9666860,162,32,,,,
KIC 9666621,126,87,,,,
KIC 9666193,171,58,,,,
KIC 9664498,274,57,,,,
KIC 9663202,238,34,,,,
KIC 9662970,213,12,,,,
KIC 9662260,188,35,,,,
KIC 9660825,217,39,,,,
KIC 9655091,259,77,,,,
KIC 9653110,179,24,,,,
KIC 9631366,132,73,,,,
KIC 9628329,213,20,,,,
KIC 9623770,245,40,,,,
KIC 9623691,220,21,,,,
KIC 9622666,200,67,,,,
KIC 9622260,221,9,,,,
KIC 9621875,225,18,,,,
KIC 9620651,170,39,,,,
KIC 9620425,221,33,,,,
KIC 9618986,262,39,,,,
KIC 9618114,242,39,,,,
KIC 9617758,234,46,,,,
KIC 9616753,214,73,,,,
KIC 9616730,261,53,,,,
KIC 9615835,253,96,,,,
KIC 9614094,230,30,,,,
KIC 9610764,213,37,,,,
KIC 9610277,182,53,,,,
KIC 9609987,159,40,,,,
KIC 9609829,191,126,,,,
KIC 9609716,236,41,,,,
KIC 9609562,215,30,,,,
KIC 9609364,241,67,,,,
KIC 9608823,128,85,,,,
KIC 9608629,167,94,,,,
KIC 9606797,223,30,,,,
KIC 9606336,158,53,,,,
KIC 9606269,214,43,,,,
KIC 9605876,150,46,,,,
KIC 9604318,244,20,,,,
KIC 9602266,238,55,,,,
KIC 9601382,225,37,,,,
KIC 9601031,213,41,,,,
KIC 9601010,237,36,,,,
KIC 9600703,230,22,,,,
KIC 9600636,236,53,,,,
KIC 9600150,214,36,,,,
KIC 9598847,203,25,,,,
KIC 9595449,258,43,,,,
KIC 9594739,223,32,,,,
KIC 9592145,157,36,,,,
KIC 9588430,139,91,,,,
KIC 9585840,133,83,,,,
KIC 9579818,196,60,,,,
KIC 9578842,197,40,,,,
KIC 9576733,156,48,,,,
KIC 9575694,241,38,,,,
KIC 9575663,213,10,,,,
KIC 9571795,364,72,,,,
KIC 9567391,127,63,,,,
KIC 9560509,219,21,,,,
KIC 9560191,137,122,,,,
KIC 9558951,219,13,,,,
KIC 9557528,171,36,,,,
KIC 9555825,262,52,,,,
KIC 9551841,223,32,,,,
KIC 9548346,222,25,,,,
KIC 9547292,129,104,,,,
KIC 9547131,238,28,,,,
KIC 9544965,140,66,,,,
KIC 9544350,135,87,,,,
KIC 9544105,186,59,,,,
KIC 9543826,135,29,,,,
KIC 9543660,375,39,,,,
KIC 9542877,216,82,,,,
KIC 9541121,142,18,,,,
KIC 9540821,227,12,,,,
KIC 9540390,228,31,,,,
KIC 9539785,247,42,,,,
KIC 9539354,232,37,,,,
KIC 9537991,206,75,,,,
KIC 9537820,196,32,,,,
KIC 9535050,168,165,,,,
KIC 9534432,210,20,,,,
KIC 9534254,257,26,,,,
KIC 9531251,201,135,,,,
KIC 9514520,223,45,,,,
KIC 9513840,243,26,,,,
KIC 9500880,217,35,,,,
KIC 9500458,261,19,,,,
KIC 9500113,225,16,,,,
KIC 9498824,217,14,,,,
KIC 9498064,291,44,,,,
KIC 9497798,145,60,,,,
KIC 9497174,257,53,,,,
KIC 9496803,215,25,,,,
KIC 9496075,142,99,,,,
KIC 9495218,162,111,,,,
KIC 9494925,225,45,,,,
KIC 9494627,237,42,,,,
KIC 9494252,193,38,,,,
KIC 9493624,255,40,,,,
KIC 9492064,124,102,,,,
KIC 9491341,237,30,,,,
KIC 9490762,229,152,,,,
KIC 9490120,136,45,,,,
KIC 9486764,223,36,,,,
KIC 9485243,177,39,,,,
KIC 9485085,144,40,,,,
KIC 9483660,260,24,,,,
KIC 9483245,122,31,,,,
KIC 9479945,251,49,,,,
KIC 9479588,237,41,,,,
KIC 9477640,231,44,,,,
KIC 9468611,238,70,,,,
KIC 9458750,241,21,,,,
KIC 9452919,225,28,,,,
KIC 9451598,210,12,,,,
KIC 9439429,350,0,,,,
KIC 9438478,215,42,,,,
KIC 9438164,123,111,,,,
KIC 9436623,248,37,,,,
KIC 9433254,217,67,,,,
KIC 9432992,240,131,,,,
KIC 9432983,219,13,,,,
KIC 9429998,164,123,,,,
KIC 9425727,213,36,,,,
KIC 9424832,193,68,,,,
KIC 9424421,233,44,,,,
KIC 9424326,130,99,,,,
KIC 9423386,229,25,,,,
KIC 9423269,171,51,,,,
KIC 9422276,219,39,,,,
KIC 9421281,241,30,,,,
KIC 9420748,196,35,,,,
KIC 9420658,124,24,,,,
KIC 9417460,293,122,,,,
KIC 9416788,213,40,,,,
KIC 9416717,258,38,,,,
KIC 9416340,215,20,,,,
KIC 9415738,155,63,,,,
KIC 9409308,137,56,,,,
KIC 9403888,131,111,,,,
KIC 9395543,233,28,,,,
KIC 9393563,245,33,,,,
KIC 9392349,224,47,,,,
KIC 9374952,210,43,,,,
KIC 9373507,201,33,,,,
KIC 9373267,242,35,,,,
KIC 9373014,224,56,,,,
KIC 9372667,244,24,,,,
KIC 9371775,368,46,,,,
KIC 9364192,231,82,,,,
KIC 9362941,229,32,,,,
KIC 9362518,153,36,,,,
KIC 9362370,143,26,,,,
KIC 9361905,180,46,,,,
KIC 9360340,230,38,,,,
KIC 9360240,254,72,,,,
KIC 9359354,123,19,,,,
KIC 9358384,132,54,,,,
KIC 9358103,228,23,,,,
KIC 9356732,205,36,,,,
KIC 9355546,224,23,,,,
KIC 9355330,261,45,,,,
KIC 9355300,254,37,,,,
KIC 9355076,219,15,,,,
KIC 9354559,226,25,,,,
KIC 9347930,346,98,,,,
KIC 9347494,150,40,,,,
KIC 9342951,131,28,,,,
KIC 9335635,127,103,,,,
KIC 9332384,229,52,,,,
KIC 9331032,221,53,,,,
KIC 9328333,248,45,,,,
KIC 9322192,136,54,,,,
KIC 9313339,247,37,,,,
KIC 9312062,249,44,,,,
KIC 9312028,176,99,,,,
KIC 9311052,210,10,,,,
KIC 9310819,262,34,,,,
KIC 9306998,121,72,,,,
KIC 9304409,212,51,,,,
KIC 9299986,181,77,,,,
KIC 9298762,244,46,,,,
KIC 9298275,154,46,,,,
KIC 9297874,223,68,,,,
KIC 9295535,255,26,,,,
KIC 9295346,249,38,,,,
KIC 9294331,220,44,,,,
KIC 9293711,126,100,,,,
KIC 9293020,234,31,,,,
KIC 9272526,267,28,,,,
KIC 9270802,189,49,,,,
KIC 9270319,212,33,,,,
KIC 9269239,231,37,,,,
KIC 9267221,244,60,,,,
KIC 9259409,145,81,,,,
KIC 9253722,243,31,,,,
KIC 9239855,214,23,,,,
KIC 9238339,250,21,,,,
KIC 9238276,122,108,,,,
KIC 9237367,244,30,,,,
KIC 9236026,258,32,,,,
KIC 9235188,215,55,,,,
KIC 9234605,226,32,,,,
KIC 9233520,127,91,,,,
KIC 9233200,234,62,,,,
KIC 9232680,209,39,,,,
KIC 9231741,225,30,,,,
KIC 9231558,248,33,,,,
KIC 9230765,219,33,,,,
KIC 9216773,128,85,,,,
KIC 9212368,241,31,,,,
KIC 9208617,239,43,,,,
KIC 9208387,229,65,,,,
KIC 9206994,229,50,,,,
KIC 9206046,200,104,,,,
KIC 9204124,270,83,,,,
KIC 9177946,314,36,,,,
KIC 9175104,169,53,,,,
KIC 9174702,243,26,,,,
KIC 9174536,169,58,,,,
KIC 9174478,162,55,,,,
KIC 9173735,172,43,,,,
KIC 9173541,153,46,,,,
KIC 9173484,215,22,,,,
KIC 9172508,213,59,,,,
KIC 9171954,261,53,,,,
KIC 9170701,226,33,,,,
KIC 9170101,217,35,,,,
KIC 9169264,212,39,,,,
KIC 9169231,147,116,,,,
KIC 9169201,246,55,,,,
KIC 9168806,235,44,,,,
KIC 9168175,236,40,,,,
KIC 9167237,221,64,,,,
KIC 9166820,213,28,,,,
KIC 9143808,144,71,,,,
KIC 9141060,225,52,,,,
KIC 9140459,264,29,,,,
KIC 9126184,215,73,,,,
KIC 9113428,177,38,,,,
KIC 9113058,202,43,,,,
KIC 9112650,260,40,,,,
KIC 9112301,125,50,,,,
KIC 9111033,217,55,,,,
KIC 9109387,210,34,,,,
KIC 9108901,178,49,,,,
KIC 9108715,129,98,,,,
KIC 9108194,229,46,,,,
KIC 9104833,288,45,,,,
KIC 9104386,211,45,,,,
KIC 9095245,151,101,,,,
KIC 9083055,239,50,,,,
KIC 9082361,201,44,,,,
KIC 9074484,222,42,,,,
KIC 9073536,199,51,,,,
KIC 9047117,219,24,,,,
KIC 9047061,251,24,,,,
KIC 9046988,156,67,,,,
KIC 9046486,221,52,,,,
KIC 9044567,137,27,,,,
KIC 9042441,250,30,,,,
KIC 9040091,219,18,,,,
KIC 9039600,195,68,,,,
KIC 9039019,204,37,,,,
KIC 9038633,225,45,,,,
KIC 9038310,160,129,,,,
KIC 9030144,129,74,,,,
KIC 9011261,190,32,,,,
KIC 9008923,288,54,,,,
KIC 9005663,204,60,,,,
KIC 9004949,273,45,,,,
KIC 9003987,242,35,,,,
KIC 8982181,299,45,,,,
KIC 8979487,122,79,,,,
KIC 8977390,219,56,,,,
KIC 8974737,126,28,,,,
KIC 8974429,125,29,,,,
KIC 8973126,175,47,,,,
KIC 8971631,206,52,,,,
KIC 8969389,222,49,,,,
KIC 8968494,190,60,,,,
KIC 8946298,225,65,,,,
KIC 8943945,233,54,,,,
KIC 8936708,229,36,,,,
KIC 8936084,204,28,,,,
KIC 8920273,161,75,,,,
KIC 8908544,124,82,,,,
KIC 8905077,143,42,,,,
KIC 8905023,216,28,,,,
KIC 8904808,178,63,,,,
KIC 8904710,138,18,,,,
KIC 8904448,153,82,,,,
KIC 8902267,207,46,,,,
KIC 8900935,202,51,,,,
KIC 8900632,232,34,,,,
KIC 8899560,143,27,,,,
KIC 8899501,222,15,,,,
KIC 8888543,334,63,,,,
KIC 8880764,222,52,,,,
KIC 8879349,229,19,,,,
KIC 8874063,123,27,,,,
KIC 8853280,183,133,,,,
KIC 8852560,200,143,,,,
KIC 8849001,227,45,,,,
KIC 8845514,156,42,,,,
KIC 8842651,232,35,,,,
KIC 8842181,258,73,,,,
KIC 8839730,227,70,,,,
KIC 8839188,201,52,,,,
KIC 8838834,227,27,,,,
KIC 8838620,136,49,,,,
KIC 8837713,239,48,,,,
KIC 8836489,132,66,,,,
KIC 8836443,348,10,,,,
KIC 8830462,138,42,,,,
KIC 8814765,230,30,,,,
KIC 8804097,245,19,,,,
KIC 8803979,244,59,,,,
KIC 8802684,195,35,,,,
