Name,prot,e_prot
TIC 77820953,1.10975,
TIC 77790185,3.91206,
TIC 77717281,2.34797,
TIC 77711175,0.631233,
TIC 77710750,2.26378,
TIC 77709370,2.91766,
TIC 77708204,6.95652,
TIC 77706485,3.37598,
TIC 77640651,0.610997,
TIC 77635492,41.736198,
TIC 77391325,43.535,
TIC 77386051,0.690808,
TIC 77322244,1.07206,
TIC 77277012,0.652435,
TIC 77276439,43.535,
TIC 77273339,1.02113,
TIC 77210232,0.593408,
TIC 77206571,1.16613,
TIC 7703641,1.3393,
TIC 77033841,0.529625,
TIC 77002832,12.7535,
TIC 76996432,0.519011,
TIC 76995622,0.519011,
TIC 76995185,1.60282,
TIC 76983273,1.93802,
TIC 76881763,25.7666,
TIC 76881607,1.55352,
TIC 76881242,0.969199,
TIC 76880006,0.860245,
TIC 76878215,1.96823,
TIC 76873286,0.542423,
TIC 76866534,40.0802,
TIC 7684919,1.02631,
TIC 76791850,30.422899,
TIC 76791814,0.929938,
TIC 76791733,0.5101,
TIC 76786906,0.571582,
TIC 76731391,5.57445,
TIC 76731062,26.441,
TIC 76697896,4.56642,
TIC 76689886,1.77771,
TIC 76646955,2.99554,
TIC 76642971,2.32634,
TIC 76641035,3.83774,
TIC 76638671,1.02216,
TIC 76637149,0.522772,
TIC 76635751,1.56799,
TIC 76625273,9.51113,
TIC 76554901,23.380899,
TIC 76554078,1.09889,
TIC 76549643,0.860978,
TIC 76538302,1.04543,
TIC 76536655,14.5964,
TIC 76536330,8.61846,
TIC 76535694,0.595508,
TIC 76533917,0.933376,
TIC 76517428,0.517681,
TIC 76514224,0.962733,
TIC 7647312,3.25627,
TIC 76465123,0.515305,
TIC 7639725,0.851542,
TIC 76382198,1.19228,
TIC 76381587,1.08706,
TIC 76377343,5.66829,
TIC 76375524,1.54166,
TIC 76375363,0.507792,
TIC 76375312,1.0422,
TIC 76372987,2.09912,
TIC 76370772,1.48938,
TIC 76370428,3.29881,
TIC 76305211,0.507537,
TIC 7630496,11.0754,
TIC 76302966,10.6101,
TIC 76290349,29.5334,
TIC 76289766,1.61564,
TIC 76286697,0.78169,
TIC 76285343,0.681947,
TIC 76284572,0.593408,
TIC 76284509,0.593408,
TIC 76256821,0.821086,
TIC 76220220,0.570936,
TIC 76213896,2.03157,
TIC 76211981,0.78169,
TIC 76211048,1.06416,
TIC 76209611,1.79989,
TIC 76118826,2.69935,
TIC 76118454,1.87681,
TIC 76099689,5.04541,
TIC 76097492,1.79989,
TIC 76094068,0.888234,
TIC 7608186,27.1518,
TIC 76037872,0.686116,
TIC 76032107,34.590099,
TIC 76028325,0.973871,
TIC 76023366,0.936838,
TIC 75962337,8.19874,
TIC 75952473,1.26706,
TIC 75951380,21.8627,
TIC 75864594,19.7278,
TIC 75863050,0.594106,
TIC 75862091,0.594106,
TIC 75861902,1.46987,
TIC 75858520,17.061899,
TIC 75857337,2.17599,
TIC 75856126,1.17154,
TIC 75837157,0.797111,
TIC 75772353,0.973871,
TIC 75770533,3.43336,
TIC 75768736,1.1196,
TIC 75719011,0.912301,
TIC 75707338,1.84594,
TIC 75702661,0.787172,
TIC 75702034,0.561728,
TIC 75696987,1.32177,
TIC 75696711,1.53697,
TIC 75696621,1.50267,
TIC 75696548,1.50716,
TIC 75692149,0.540392,
TIC 75692079,2.56891,
TIC 75657917,25.125601,
TIC 75657661,1.10249,
TIC 75595058,1.90512,
TIC 75593216,23.380899,
TIC 75591089,0.753131,
TIC 75503945,0.951846,
TIC 75503059,3.8088,
TIC 75500284,3.13499,
TIC 75500028,4.36891,
TIC 75430463,2.88434,
TIC 75430128,7.75795,
TIC 75423677,1.0824,
TIC 75422466,1.05637,
TIC 75338731,0.556774,
TIC 75334267,0.779278,
TIC 75331362,29.5334,
TIC 75329135,29.5334,
TIC 75251666,7.25637,
TIC 75246697,2.01134,
TIC 75243046,3.9426,
TIC 75242588,45.495899,
TIC 75238417,41.736198,
TIC 75235983,29.5334,
TIC 75171425,25.7666,
TIC 75166483,0.97013,
TIC 75164261,2.7359,
TIC 75164093,11.5835,
TIC 75149848,14.8104,
TIC 75136048,1.04328,
TIC 75124439,17.061899,
TIC 75124091,1.21669,
TIC 75120051,11.3237,
TIC 75119084,16.7785,
TIC 75084547,1.02527,
TIC 75082583,40.0802,
TIC 75079726,41.736198,
TIC 75068780,40.0802,
TIC 75068208,1.29799,
TIC 75065711,0.947382,
TIC 74988315,0.87667,
TIC 74987285,1.50044,
TIC 74985704,1.64995,
TIC 74980827,0.909835,
TIC 74977769,45.495899,
TIC 74958493,7.25637,
TIC 74918522,1.19369,
TIC 74913141,0.745901,
TIC 74912736,1.0732,
TIC 74910154,1.50044,
TIC 74906402,0.855147,
TIC 74903947,0.973871,
TIC 74901124,0.956352,
TIC 74849254,1.74697,
TIC 74841629,0.579784,
TIC 74804155,29.5334,
TIC 74799275,1.2799,
TIC 74767954,45.495899,
TIC 74765980,1.05526,
TIC 74754990,1.0305,
TIC 74720147,1.36095,
TIC 7468731,1.0284,
TIC 74667499,0.943841,
TIC 7464129,38.550499,
TIC 74638554,3.88199,
TIC 74637318,7.75795,
TIC 7458331,1.02527,
TIC 74578217,0.679196,
TIC 74555402,29.5334,
TIC 74499119,1.16077,
TIC 74495551,5.96979,
TIC 74400115,0.77688,
TIC 74395164,16.5044,
TIC 74390343,3.89696,
TIC 74388567,3.18441,
TIC 74335855,0.939452,
TIC 74330319,0.872129,
TIC 74309638,0.80795,
TIC 74308909,10.3918,
TIC 74303913,0.696524,
TIC 74260146,1.04978,
TIC 74259616,1.02945,
TIC 74258808,0.780482,
TIC 74252086,1.08356,
TIC 74250791,3.19448,
TIC 74248960,11.4521,
TIC 74215419,21.8627,
TIC 74214638,0.965493,
TIC 74214383,1.34824,
TIC 74212995,0.917271,
TIC 74212958,0.917271,
TIC 74209108,1.67735,
TIC 74206711,0.88512,
TIC 74204118,1.17975,
TIC 74203546,3.97362,
TIC 74203464,11.1982,
TIC 74203083,2.17132,
TIC 74166503,26.441,
TIC 74163734,1.18251,
TIC 74159091,40.0802,
TIC 74143264,0.712743,
TIC 74142893,25.125601,
TIC 74140893,45.495899,
TIC 7410077,2.17599,
TIC 74073311,0.669739,
TIC 74070952,3.97362,
TIC 74064489,1.15282,
TIC 74063384,27.1518,
TIC 74062899,25.7666,
TIC 73961362,2.00337,
TIC 73904856,8.61846,
TIC 73904141,9.51113,
TIC 73849532,9.33533,
TIC 73819980,0.900106,
TIC 73817366,0.644937,
TIC 73814957,1.17975,
TIC 73784113,1.02113,
TIC 73779974,1.04328,
TIC 73778040,1.02423,
TIC 73772087,2.26886,
TIC 73735477,0.527137,
TIC 73691536,1.52537,
TIC 73641667,11.5835,
TIC 73622882,30.422899,
TIC 73569070,4.2228,
TIC 73567951,0.628093,
TIC 73492510,1.1122,
TIC 73491092,1.12084,
TIC 73466130,3.33145,
TIC 73449975,1.1515,
TIC 73374832,35.816601,
TIC 7317388,1.45296,
TIC 73149730,50,
TIC 73139377,0.840209,
TIC 7312942,1.0284,
TIC 7311627,47.641701,
TIC 7311412,50,
TIC 7305036,0.714255,
TIC 73047392,43.535,
TIC 72915587,1.15545,
TIC 72887180,1.05526,
TIC 72871507,47.641701,
TIC 72834922,0.692703,
TIC 72832678,1.1729,
TIC 72782625,0.808597,
TIC 72704378,1.93802,
TIC 72694039,0.517947,
TIC 7264195,0.556774,
TIC 72614869,50,
TIC 72614815,34.590099,
TIC 72528016,2.42113,
TIC 72519955,0.586858,
TIC 72486498,0.525218,
TIC 72426812,1.04652,
TIC 72426024,1.43439,
TIC 72418075,1.04652,
TIC 72391365,0.81644,
TIC 72370042,0.952744,
TIC 72362405,5.73263,
TIC 72357455,0.881259,
TIC 72344769,1.55113,
TIC 72313226,1.02216,
TIC 72311387,45.495899,
TIC 72311103,4.9955,
TIC 72286652,26.441,
TIC 72285365,3.08709,
TIC 72276418,38.550499,
TIC 72252044,1.40058,
TIC 72190827,50,
TIC 72149705,50,
TIC 72145115,1.23153,
TIC 72143264,0.525218,
TIC 72127279,1.02216,
TIC 72098494,1.32698,
TIC 72098143,7.25637,
TIC 72096342,1.65807,
TIC 72083961,1.18807,
TIC 72082527,38.550499,
TIC 72082299,47.641701,
TIC 72036100,0.947382,
TIC 72026402,0.854423,
TIC 72019991,50,
TIC 72010284,1.02527,
TIC 71988723,1.21086,
TIC 71980652,1.44259,
TIC 71930740,4.46548,
TIC 71925108,1.93061,
TIC 71903456,47.641701,
TIC 71894240,50,
TIC 71892779,0.948272,
TIC 71871704,10.6101,
TIC 71864023,19.7278,
TIC 71863455,2.72851,
TIC 71847064,1.26865,
TIC 71809351,0.682408,
TIC 71808959,0.687049,
TIC 71806884,47.641701,
TIC 71796772,1.69707,
TIC 71796609,1.02945,
TIC 71785939,0.578456,
TIC 71783216,50,
TIC 71780217,1.18389,
TIC 71774951,1.20508,
TIC 71771312,45.495899,
TIC 71769448,0.796483,
TIC 71752052,1.08706,
TIC 71744384,45.495899,
TIC 71697381,2.46245,
TIC 71695598,4.60808,
TIC 71693898,41.736198,
TIC 71691372,2.56239,
TIC 71691291,1.19228,
TIC 71686865,47.641701,
TIC 71684026,1.89797,
TIC 71679910,5.17464,
TIC 71652404,6.72495,
TIC 71651320,47.641701,
TIC 71576859,1.86296,
TIC 71564913,1.08124,
TIC 71564363,1.02216,
TIC 71541183,31.367599,
TIC 7151664,43.535,
TIC 71510966,2.39246,
TIC 71510918,1.46137,
TIC 71467600,1.04435,
TIC 71466230,0.526587,
TIC 71463780,45.495899,
TIC 7145037,27.1518,
TIC 7143629,1.04652,
TIC 71427314,0.948272,
TIC 71393961,50,
TIC 71281072,6.0412,
TIC 71222521,3.49272,
TIC 71222258,6.68047,
TIC 71221031,50,
TIC 71220246,47.641701,
TIC 71207725,1.98369,
TIC 71180012,37.133301,
TIC 7110717,0.644525,
TIC 71084322,12.1403,
TIC 71035967,1.04543,
TIC 70976246,43.535,
TIC 7097411,45.495899,
TIC 70973479,47.641701,
TIC 70972894,0.571906,
TIC 70966073,0.765691,
TIC 70954747,1.02216,
TIC 70942693,0.940327,
TIC 70941785,1.02736,
TIC 70909918,0.943841,
TIC 7089653,17.9727,
TIC 70843527,21.8627,
TIC 70843091,47.641701,
TIC 70824605,43.535,
TIC 70812472,1.39671,
TIC 70765474,0.877432,
TIC 70765066,0.901713,
TIC 70739373,1.59523,
TIC 70713981,0.517151,
TIC 70692469,0.619237,
TIC 70618988,27.1518,
TIC 70611865,0.729735,
TIC 70511575,2.48059,
TIC 70495002,32.372898,
TIC 70445002,1.12458,
TIC 70393396,0.86838,
TIC 70384923,38.550499,
TIC 70365970,1.02527,
TIC 70357033,9.69368,
TIC 70354814,23.9349,
TIC 70333805,0.759359,
TIC 70273684,50,
TIC 70263079,15.9821,
TIC 70257879,4.2584,
TIC 70257833,0.906569,
TIC 70253606,1.02631,
TIC 70249860,18.986099,
TIC 70242557,41.736198,
TIC 70210862,1.0422,
TIC 70198264,35.816601,
TIC 70193997,25.125601,
TIC 70165203,47.641701,
TIC 70162417,43.535,
TIC 70157528,13.9899,
TIC 70146364,0.94296,
TIC 70145541,45.495899,
TIC 70138552,0.942081,
TIC 70129000,25.7666,
TIC 70119083,3.07768,
TIC 7008514,0.81644,
TIC 70077153,4.2228,
TIC 70070330,33.444801,
TIC 70048125,22.346399,
TIC 70014951,14.1864,
TIC 69992661,1.05087,
TIC 69990069,0.84868,
TIC 69979122,47.641701,
TIC 69953797,25.125601,
TIC 69913706,16.7785,
TIC 69901084,29.5334,
TIC 69884632,3.04062,
TIC 69869136,11.9962,
TIC 69847810,0.702336,
TIC 69801582,0.613595,
TIC 69800527,0.514517,
TIC 69800081,37.133301,
TIC 69790610,0.938579,
TIC 69751876,5.83192,
TIC 6974748,1.10369,
TIC 6973063,1.10369,
TIC 69721370,0.694608,
TIC 69697198,47.641701,
TIC 69676290,0.509072,
TIC 696429,1.35184,
TIC 69613221,12.4394,
TIC 69612928,0.775687,
TIC 69607257,2.25367,
TIC 69603850,0.964571,
TIC 69602540,0.807305,
TIC 69596645,45.495899,
TIC 69592643,47.641701,
TIC 69592358,17.658501,
TIC 69586615,23.9349,
TIC 69583957,1.08356,
TIC 69582317,1.02113,
TIC 69559083,1.06192,
TIC 69549296,1.0476,
TIC 69549069,2.7359,
TIC 69546737,0.885897,
TIC 69528591,0.917271,
TIC 69476355,1.05306,
TIC 69473076,2.19015,
TIC 69459385,0.963651,
TIC 69442863,4.42635,
TIC 69435156,45.495899,
TIC 69360676,0.508047,
TIC 69352029,0.960901,
TIC 69333149,2.2239,
TIC 69227661,1.04543,
TIC 69225583,2.40385,
TIC 69139571,3.14475,
TIC 69112878,16.7785,
TIC 69077647,29.5334,
TIC 69057961,1.05197,
TIC 69045893,2.7359,
TIC 69034593,1.16883,
TIC 69012398,11.8554,
TIC 68988159,1.39285,
TIC 68914908,23.380899,
TIC 68913691,0.630052,
TIC 68913689,0.630052,
TIC 68899047,0.94296,
TIC 68898277,28.694401,
TIC 68853211,1.3166,
TIC 68851910,3.51704,
TIC 68843380,1.16613,
TIC 68840133,0.92483,
TIC 68836900,8.61846,
TIC 68828278,0.923139,
TIC 68818222,15.9821,
TIC 68782483,0.516358,
TIC 68761249,0.766272,
TIC 68759360,0.897706,
TIC 68721031,1.02631,
TIC 68714216,0.652435,
TIC 68711446,16.7785,
TIC 68710851,0.782295,
TIC 68709586,25.125601,
TIC 68668319,2.96042,
TIC 68630896,34.590099,
TIC 68625454,1.02216,
TIC 68608366,1.54402,
TIC 68556240,25.7666,
TIC 68554306,21.3995,
TIC 68552119,1.25291,
TIC 68520386,1.43439,
TIC 68426532,16.5044,
TIC 6840522,0.851542,
TIC 68400176,0.506519,
TIC 68400168,35.816601,
TIC 68395798,43.535,
TIC 68391415,0.911477,
TIC 68345971,6.11434,
TIC 68345593,1.02216,
TIC 68317024,0.510616,
TIC 68311099,1.79989,
TIC 68306249,3.07768,
TIC 68305644,1.23756,
TIC 68304083,6.72495,
TIC 68301822,5.93472,
TIC 68298919,1.02216,
TIC 68298567,1.07663,
TIC 68256177,27.1518,
TIC 68243453,1.16344,
TIC 68224926,50,
TIC 68218325,1.04652,
TIC 68210435,1.53697,
TIC 68210072,0.922297,
TIC 68193775,29.5334,
TIC 68193063,0.934239,
TIC 68190797,0.920615,
TIC 68164488,0.725021,
TIC 68159088,8.61846,
TIC 68047964,1.04652,
TIC 68035559,6.07755,
TIC 67953690,41.736198,
TIC 67919482,41.736198,
TIC 67912186,1.06866,
TIC 67878522,1.07206,
TIC 67878153,0.860245,
TIC 67835099,22.346399,
TIC 67830199,1.12583,
TIC 67667237,0.509072,
TIC 67575492,32.372898,
TIC 67536981,5.09632,
TIC 67501998,20.955601,
TIC 67486561,1.13724,
TIC 67461919,13.2556,
TIC 67399653,2.12562,
TIC 67398736,18.6359,
TIC 67392956,0.8828,
TIC 67392679,26.441,
TIC 67392067,5.36711,
TIC 67386917,2.7508,
TIC 67379784,0.513732,
TIC 67376663,25.7666,
TIC 67360833,47.641701,
TIC 67354001,1.05858,
TIC 67353966,1.05858,
TIC 67310974,25.7666,
TIC 67309586,50,
TIC 67302036,50,
TIC 67299172,0.958166,
TIC 67297476,1.04978,
TIC 67293283,1.36279,
TIC 67281034,2.34252,
TIC 67280291,0.940327,
TIC 67280286,1.12709,
TIC 67227270,18.986099,
TIC 67226063,1.75303,
TIC 67224546,1.0232,
TIC 67223987,4.97092,
TIC 67201565,0.602254,
TIC 67164040,1.30808,
TIC 67106460,2.21415,
TIC 67097136,1.08473,
TIC 67093765,0.550103,
TIC 67070369,26.441,
TIC 67069951,45.495899,
TIC 67034067,0.810544,
TIC 67033784,50,
TIC 67029653,1.02216,
TIC 67026487,40.0802,
TIC 67025523,37.133301,
TIC 67023912,0.817762,
TIC 67002228,0.735581,
TIC 66968540,18.2983,
TIC 66968128,47.641701,
TIC 66967261,1.75608,
TIC 66960965,11.8554,
TIC 66956837,0.763954,
TIC 66955018,1.12583,
TIC 66951900,0.827815,
TIC 66947451,0.879724,
TIC 66897367,0.5101,
TIC 66893983,1.34286,
TIC 66859292,0.865404,
TIC 66854298,14.3885,
TIC 66850487,0.687049,
TIC 66827432,50,
TIC 66808548,0.610258,
TIC 66784249,0.523043,
TIC 66744664,27.1518,
TIC 66736249,3.42173,
TIC 66722580,0.610997,
TIC 66722319,2.83575,
TIC 66704773,0.838118,
TIC 66702732,9.1659,
TIC 66701353,4.00513,
TIC 66684526,1.38712,
TIC 66681974,1.04328,
TIC 66580324,9.98104,
TIC 66538914,0.628484,
TIC 6653258,0.57223,
TIC 66479276,0.828494,
TIC 66453834,0.951846,
TIC 66374057,27.9018,
TIC 66279443,0.539526,
TIC 66203663,41.736198,
TIC 66177737,12.5945,
TIC 66172488,1.0824,
TIC 66167564,12.5945,
TIC 66080174,1.02631,
TIC 66075933,40.0802,
TIC 65927530,0.960901,
TIC 65927355,45.495899,
TIC 65926978,0.974811,
TIC 65697064,2.42113,
TIC 65688175,0.534105,
TIC 6566469,1.16883,
TIC 65647903,18.6359,
TIC 65629123,38.550499,
TIC 65610849,0.540392,
TIC 65571870,0.711238,
TIC 65564234,0.669739,
TIC 65563773,0.555244,
TIC 65559885,0.522502,
TIC 65494868,0.953643,
TIC 65492157,1.66353,
TIC 65426902,0.580784,
TIC 65368847,34.590099,
TIC 65368644,24.5158,
TIC 65357555,0.552813,
TIC 65354776,27.1518,
TIC 65353119,1.83254,
TIC 65316088,0.889015,
TIC 65314739,37.133301,
TIC 65312404,0.647002,
TIC 65310973,47.641701,
TIC 65310402,0.840209,
TIC 65287464,1.47848,
TIC 65285777,4.2228,
TIC 65280982,0.716789,
TIC 65233465,47.641701,
TIC 65226642,0.516358,
TIC 65163699,1.28971,
TIC 65112194,0.536374,
TIC 65079723,5.66829,
TIC 65073730,21.8627,
TIC 6505870,0.931654,
TIC 65035751,1.69423,
TIC 65035264,43.535,
TIC 64993607,1.33752,
TIC 64991226,1.36833,
TIC 64990447,1.44879,
TIC 6498855,0.8171,
TIC 64986562,0.693654,
TIC 64951041,4.11946,
TIC 64941856,1.35912,
TIC 64932658,1.59775,
TIC 64903500,4.18778,
TIC 64902855,0.807305,
TIC 64898255,0.760503,
TIC 64896778,5.20129,
TIC 64896539,1.02736,
TIC 64881311,24.5158,
TIC 64836731,0.54742,
TIC 64829996,41.736198,
TIC 64816057,0.538089,
TIC 64796742,0.843718,
TIC 64737346,9.60154,
TIC 64736888,0.931654,
TIC 64734845,40.0802,
TIC 64706326,0.843718,
TIC 64685587,1.24519,
TIC 64678101,40.0802,
TIC 64678069,40.0802,
TIC 64648909,0.652014,
TIC 64642215,0.704295,
TIC 64590156,21.8627,
TIC 64581118,2.16202,
TIC 6457429,23.380899,
TIC 64559851,0.878194,
TIC 64555231,2.80426,
TIC 64555147,2.80426,
TIC 64532087,0.957258,
TIC 64485684,0.647002,
TIC 64485489,43.535,
TIC 64484082,1.55591,
TIC 64461956,1.10732,
TIC 64431232,0.823093,
TIC 64429736,33.444801,
TIC 64391256,0.577794,
TIC 64378467,0.521423,
TIC 64372360,2.72116,
TIC 64367076,8.47386,
TIC 64313863,20.120701,
TIC 64282537,3.63082,
TIC 64281275,0.667085,
TIC 64275932,26.441,
TIC 64273425,18.986099,
TIC 64270238,2.76587,
TIC 64265976,23.9349,
TIC 64264099,47.641701,
TIC 6418433,14.3885,
TIC 64172451,45.495899,
TIC 64171725,0.562041,
TIC 6411770,0.953643,
TIC 64096379,23.380899,
TIC 64091969,0.627703,
TIC 64083910,1.39478,
TIC 64083453,0.904135,
TIC 64015696,12.5945,
TIC 63981447,3.29881,
TIC 63973201,37.133301,
TIC 63932354,7.15359,
TIC 63903723,5.36711,
TIC 63903389,5.36711,
TIC 63903309,5.36711,
TIC 63852787,1.31832,
TIC 63847224,0.727633,
TIC 63833915,8.84486,
TIC 63782641,3.85238,
TIC 63738550,0.877432,
TIC 63711187,17.9727,
TIC 63710957,4.42635,
TIC 63708562,0.723463,
TIC 63705841,5.54385,
TIC 63698942,1.3166,
TIC 63630470,13.9899,
TIC 63588873,4.82835,
TIC 63561514,0.905756,
TIC 63547130,1.19087,
TIC 63506922,16.239,
TIC 63472855,16.239,
TIC 63472319,47.641701,
TIC 6346954,0.624598,
TIC 63459784,4.40703,
TIC 63440182,47.641701,
TIC 63404589,0.820419,
TIC 63399190,2.16666,
TIC 63349126,1.92693,
TIC 63348353,21.8627,
TIC 63344595,0.959988,
TIC 63313763,0.874393,
TIC 63235935,1.78399,
TIC 63230063,1.02216,
TIC 63228591,1.02113,
TIC 63068835,0.948272,
TIC 63008050,2.39814,
TIC 6292961,1.0476,
TIC 62898230,0.671073,
TIC 62866207,0.549206,
TIC 62860702,0.775092,
TIC 627880,1.11465,
TIC 62778039,45.495899,
TIC 62768672,4.06967,
TIC 62737645,0.840909,
TIC 62697095,1.13981,
TIC 62694953,1.08823,
TIC 62636444,4.40703,
TIC 62520346,1.06081,
TIC 62474474,1.63924,
TIC 62439317,0.799635,
TIC 62433382,2.38118,
TIC 62394677,8.84486,
TIC 62391978,1.09294,
TIC 62340471,1.06979,
TIC 62328777,1.83922,
TIC 62316812,10.4998,
TIC 62269928,0.954545,
TIC 62266240,17.9727,
TIC 62259010,29.5334,
TIC 62249617,0.664889,
TIC 62171995,1.06641,
TIC 62167699,12.5945,
TIC 6212600,34.590099,
TIC 6212212,50,
TIC 62107513,12.7535,
TIC 62091602,0.858782,
TIC 62053872,43.535,
TIC 61968032,6.0412,
TIC 61950578,0.759359,
TIC 61869825,0.73935,
TIC 61776646,0.509328,
TIC 61771608,3.89696,
TIC 61737126,40.0802,
TIC 61722331,3.29881,
TIC 61611466,14.5964,
TIC 61520876,11.1982,
TIC 6142454,29.5334,
TIC 61385880,29.5334,
TIC 61365211,9.51113,
TIC 6133302,27.1518,
TIC 61288810,1.1196,
TIC 61261929,0.920615,
TIC 61261198,0.835345,
TIC 61232788,1.23605,
TIC 61175329,15.9821,
TIC 61168256,47.641701,
TIC 61158561,0.539238,
TIC 61001673,1.62343,
TIC 60886772,0.923139,
TIC 6087513,1.0422,
TIC 6086511,29.5334,
TIC 60844367,1.09889,
TIC 60778852,9.88338,
TIC 60778528,1.09413,
TIC 60650708,3.61781,
TIC 60476858,27.1518,
TIC 604525,1.05306,
TIC 60338634,0.730791,
TIC 60225656,1.09176,
TIC 6020776,2.25367,
TIC 6019088,1.04328,
TIC 6018914,0.632023,
TIC 60050194,0.537516,
TIC 60010771,1.02113,
TIC 599222,35.816601,
TIC 59833970,1.48938,
TIC 59777739,3.55417,
TIC 59775576,1.04978,
TIC 59768911,1.08356,
TIC 59740327,2.52398,
TIC 59715709,3.5417,
TIC 59641697,0.662274,
TIC 59634106,0.964571,
TIC 59625038,3.5417,
TIC 59624038,23.380899,
TIC 59617660,3.13499,
TIC 5958087,0.518213,
TIC 59539919,15.7332,
TIC 59519238,0.965493,
TIC 59517999,0.592364,
TIC 59512021,19.3498,
TIC 59468974,1.76221,
TIC 59468398,0.687517,
TIC 59401814,0.522772,
TIC 59394046,1.02736,
TIC 59391761,8.61846,
TIC 59382701,0.651173,
TIC 59381433,1.20221,
TIC 59374276,1.50267,
TIC 59371076,4.94658,
TIC 59368424,0.865404,
TIC 59352123,0.941203,
TIC 59280000,2.5052,
TIC 59274233,1.49822,
TIC 59212516,1.02216,
TIC 59212112,1.40643,
TIC 59208485,50,
TIC 59199074,0.97013,
TIC 59152963,0.723463,
TIC 59151112,10.9553,
TIC 59033521,0.969199,
TIC 59033290,5.73263,
TIC 5896875,7.10328,
TIC 58964290,34.590099,
TIC 58943080,30.422899,
TIC 58794433,2.29986,
TIC 58744416,9.08348,
TIC 58703114,1.04869,
TIC 58697534,50,
TIC 58696816,43.535,
TIC 58627989,16.239,
TIC 58621223,26.441,
TIC 58619276,0.766854,
TIC 58619182,0.766854,
TIC 58560937,1.02527,
TIC 58560261,0.974811,
TIC 58550097,0.961816,
TIC 58499022,1.44672,
TIC 58469067,1.0476,
TIC 58419075,45.495899,
TIC 5835673,1.1122,
TIC 58344205,0.973871,
TIC 58332878,0.971997,
TIC 58325222,50,
TIC 58301830,25.125601,
TIC 58222737,0.967343,
TIC 58217194,1.23605,
TIC 5821507,0.736117,
TIC 58195499,1.75,
TIC 58107875,0.767436,
TIC 58105676,1.6419,
TIC 58104267,0.59621,
TIC 58102987,2.96042,
TIC 58102298,1.0422,
TIC 58101520,0.59621,
TIC 58082738,0.966417,
TIC 5804609,27.1518,
TIC 58019564,17.9727,
TIC 58019148,31.367599,
TIC 5800658,29.5334,
TIC 57988396,0.519545,
TIC 57985203,0.962733,
TIC 57977923,13.2556,
TIC 57975255,0.960901,
TIC 57962744,24.5158,
TIC 57959546,0.521962,
TIC 57919583,5.90005,
TIC 57871633,2.43867,
TIC 57865323,0.61285,
TIC 57752733,47.641701,
TIC 57749404,3.11565,
TIC 57719553,6.18927,
TIC 57686110,43.535,
TIC 57680928,45.495899,
TIC 57679479,0.95095,
TIC 57670522,3.78029,
TIC 57572704,0.94296,
TIC 57557128,1.98369,
TIC 57528727,14.3885,
TIC 57513143,15.4919,
TIC 57505651,1.27024,
TIC 57499321,2.99554,
TIC 57496365,1.13088,
TIC 57465527,0.721912,
TIC 57443632,32.372898,
TIC 57439236,21.3995,
TIC 57435303,26.441,
TIC 57428941,0.859513,
TIC 57426779,1.02113,
TIC 57404008,15.2579,
TIC 57401453,14.8104,
TIC 57378536,8.33403,
TIC 57289541,0.973871,
TIC 5723183,13.0839,
TIC 57210639,17.658501,
TIC 5721009,0.642884,
TIC 57178095,0.687985,
TIC 57164560,0.75482,
TIC 57148800,0.938579,
TIC 57147768,1.04543,
TIC 57144416,1.20364,
TIC 57129373,11.7178,
TIC 57128332,0.84513,
TIC 57089501,1.64995,
TIC 57078484,1.31832,
TIC 57077466,40.0802,
TIC 57074126,0.580784,
TIC 57065810,1.18668,
TIC 57065583,1.09176,
TIC 57031580,0.828494,
TIC 57010197,0.921455,
TIC 57009036,1.04978,
TIC 5699476,37.133301,
TIC 56985503,1.12709,
TIC 56980433,1.28153,
TIC 56967222,0.934239,
TIC 56964762,47.641701,
TIC 5695483,1.47202,
TIC 5695369,2.55591,
TIC 5695333,1.47202,
TIC 5694941,1.47202,
TIC 5694130,0.595508,
TIC 56897427,0.706759,
TIC 56863270,0.941203,
TIC 56835229,1.22111,
TIC 56830618,45.495899,
TIC 56819085,1.02527,
TIC 56808807,0.939452,
TIC 56799077,19.7278,
TIC 5674207,0.784726,
TIC 56718251,18.6359,
TIC 56623529,0.972933,
TIC 56622687,35.816601,
TIC 56522769,11.0754,
TIC 56419036,6.72495,
TIC 56411932,1.95679,
TIC 56319567,1.82922,
TIC 56314010,2.71385,
TIC 56313806,38.550499,
TIC 56312619,17.061899,
TIC 56311836,40.0802,
TIC 56281462,0.974811,
TIC 56253935,9.08348,
TIC 56249250,0.729208,
TIC 56248831,1.05416,
TIC 56206990,0.954545,
TIC 56205783,2.66375,
TIC 56155845,0.933376,
TIC 56076937,2.47451,
TIC 55983207,31.367599,
TIC 55930035,0.704786,
TIC 558917,5.36711,
TIC 55888949,2.58204,
TIC 55809282,11.9962,
TIC 55802360,0.943841,
TIC 55781028,0.873637,
TIC 5575634,1.07778,
TIC 55748146,4.9955,
TIC 55747278,1.17154,
TIC 55746262,1.38521,
TIC 55735504,7.25637,
TIC 55731076,1.06979,
TIC 55659413,0.943841,
TIC 55649505,0.632023,
TIC 55604004,0.830537,
TIC 55527473,4.97092,
TIC 55524055,2.60872,
TIC 55453792,2.81992,
TIC 55428437,1.12458,
TIC 55426205,1.02945,
TIC 55418518,0.93597,
TIC 55407751,35.816601,
TIC 55399600,0.899305,
